user_id,install_date,platform,device_tier,country,acquisition_channel
u001099,2026-09-03,ios,high,US,meta_ads
u001100,2026-09-04,ios,high,KR,tiktok_ads
u001101,2026-09-02,android,low,KR,organic
u001102,2026-08-22,android,mid,JP,organic
u001103,2026-08-17,ios,mid,US,meta_ads
u001104,2026-08-24,android,low,OTHER,organic
u001105,2026-08-18,ios,mid,TW,tiktok_ads
u001106,2026-08-31,ios,low,KR,meta_ads
u001107,2026-08-21,android,mid,KR,cross_promo
u001108,2026-08-22,android,low,KR,organic
u001109,2026-08-20,ios,mid,TW,cross_promo
u001110,2026-08-19,android,low,US,organic
u001111,2026-08-30,android,low,US,google_ads
u001112,2026-08-15,ios,mid,OTHER,organic
u001113,2026-09-01,ios,low,KR,organic
u001114,2026-08-21,android,low,KR,meta_ads
u001115,2026-09-05,ios,high,KR,tiktok_ads
u001116,2026-08-31,ios,mid,OTHER,meta_ads
u001117,2026-08-16,android,mid,OTHER,organic
u001118,2026-09-06,ios,high,OTHER,tiktok_ads
u001119,2026-09-02,android,low,KR,meta_ads
u001120,2026-09-02,android,high,JP,organic
u001121,2026-09-05,android,low,KR,meta_ads
u001122,2026-08-28,android,mid,KR,organic
u001123,2026-08-19,ios,high,KR,tiktok_ads
u001124,2026-08-26,android,low,KR,meta_ads
u001125,2026-08-15,android,mid,US,meta_ads
u001126,2026-08-16,ios,mid,JP,organic
u001127,2026-08-16,ios,mid,KR,organic
u001128,2026-08-24,android,high,OTHER,organic
u001129,2026-08-19,ios,mid,KR,meta_ads
u001130,2026-09-02,android,mid,KR,tiktok_ads
u001131,2026-08-27,android,low,KR,organic
u001132,2026-08-20,ios,low,KR,tiktok_ads
u001133,2026-08-15,android,mid,KR,meta_ads
u001134,2026-08-28,ios,high,KR,tiktok_ads
u001135,2026-08-17,android,low,KR,meta_ads
u001136,2026-08-26,ios,mid,KR,meta_ads
u001137,2026-08-21,android,high,TW,organic
u001138,2026-08-27,android,mid,OTHER,cross_promo
u001139,2026-08-27,android,high,KR,cross_promo
u001140,2026-08-22,android,mid,JP,organic
u001141,2026-09-02,android,mid,KR,meta_ads
u001142,2026-08-22,android,low,TW,meta_ads
u001143,2026-08-29,android,low,TW,tiktok_ads
u001144,2026-08-31,android,mid,KR,organic
u001145,2026-08-29,ios,high,KR,organic
u001146,2026-08-25,android,mid,KR,cross_promo
u001147,2026-09-04,ios,low,TW,organic
u001148,2026-08-30,ios,mid,OTHER,meta_ads
u001149,2026-08-25,ios,mid,KR,organic
u001150,2026-08-19,android,mid,OTHER,meta_ads
u001151,2026-08-16,android,low,KR,organic
u001152,2026-09-04,android,high,KR,meta_ads
u001153,2026-08-31,ios,low,US,google_ads
u001154,2026-08-15,android,high,US,meta_ads
u001155,2026-08-16,android,low,US,organic
u001156,2026-08-29,android,high,KR,organic
u001157,2026-09-04,ios,mid,JP,meta_ads
u001158,2026-08-25,android,low,KR,organic
u001159,2026-08-15,ios,mid,US,meta_ads
u001160,2026-08-29,android,high,KR,tiktok_ads
u001161,2026-08-17,android,low,JP,google_ads
u001162,2026-09-01,ios,low,KR,google_ads
u001163,2026-08-18,android,high,US,tiktok_ads
u001164,2026-08-28,android,low,KR,organic
u001165,2026-08-21,android,low,KR,meta_ads
u001166,2026-08-26,ios,mid,KR,cross_promo
u001167,2026-09-01,android,mid,US,tiktok_ads
u001168,2026-09-04,android,mid,TW,meta_ads
u001169,2026-08-25,android,low,TW,organic
u001170,2026-08-26,android,high,US,google_ads
u001171,2026-08-22,android,mid,KR,tiktok_ads
u001172,2026-08-28,ios,high,US,google_ads
u001173,2026-08-19,ios,mid,KR,cross_promo
u001174,2026-08-25,ios,high,KR,google_ads
u001175,2026-08-19,android,low,KR,tiktok_ads
u001176,2026-08-21,ios,high,KR,google_ads
u001177,2026-08-15,ios,high,US,tiktok_ads
u001178,2026-09-04,ios,mid,KR,organic
u001179,2026-08-21,ios,low,KR,google_ads
u001180,2026-08-28,ios,high,JP,google_ads
u001181,2026-08-22,android,high,KR,organic
u001182,2026-09-03,ios,high,KR,organic
u001183,2026-08-25,ios,mid,US,tiktok_ads
u001184,2026-08-21,android,mid,JP,cross_promo
u001185,2026-08-18,android,mid,KR,tiktok_ads
u001186,2026-08-17,android,mid,KR,meta_ads
u001187,2026-08-24,ios,high,KR,meta_ads
u001188,2026-08-23,android,low,JP,meta_ads
u001189,2026-08-20,android,low,OTHER,organic
u001190,2026-09-02,android,high,KR,meta_ads
u001191,2026-08-31,android,high,JP,tiktok_ads
u001192,2026-08-19,ios,mid,KR,meta_ads
u001193,2026-08-31,ios,mid,KR,tiktok_ads
u001194,2026-08-15,android,low,JP,google_ads
u001195,2026-08-29,android,mid,US,organic
u001196,2026-08-29,ios,mid,JP,tiktok_ads
u001197,2026-09-02,ios,mid,OTHER,meta_ads
u001198,2026-09-04,ios,high,OTHER,tiktok_ads
u001199,2026-09-03,android,mid,KR,tiktok_ads
u001200,2026-09-03,ios,mid,JP,organic
u001201,2026-08-22,ios,mid,TW,tiktok_ads
u001202,2026-09-01,ios,mid,KR,google_ads
u001203,2026-08-20,android,mid,KR,google_ads
u001204,2026-08-25,android,high,KR,meta_ads
u001205,2026-08-16,android,mid,KR,organic
u001206,2026-08-18,ios,high,KR,google_ads
u001207,2026-08-19,ios,high,TW,organic
u001208,2026-08-20,android,mid,OTHER,google_ads
u001209,2026-08-27,ios,high,KR,tiktok_ads
u001210,2026-08-18,ios,mid,KR,cross_promo
u001211,2026-08-26,android,low,US,google_ads
u001212,2026-08-23,ios,high,KR,google_ads
u001213,2026-08-24,android,mid,US,meta_ads
u001214,2026-08-28,ios,high,KR,organic
u001215,2026-08-16,ios,high,JP,meta_ads
u001216,2026-09-05,android,low,KR,tiktok_ads
u001217,2026-08-17,android,mid,KR,tiktok_ads
u001218,2026-08-30,android,low,KR,meta_ads
u001219,2026-08-15,android,low,KR,cross_promo
u001220,2026-08-29,android,high,JP,google_ads
u001221,2026-08-21,ios,mid,KR,google_ads
u001222,2026-08-18,android,low,KR,cross_promo
u001223,2026-09-02,ios,mid,KR,google_ads
u001224,2026-08-30,android,mid,TW,tiktok_ads
u001225,2026-08-21,ios,mid,JP,google_ads
u001226,2026-09-02,ios,low,KR,organic
u001227,2026-08-15,android,low,JP,google_ads
u001228,2026-08-27,android,mid,TW,tiktok_ads
u001229,2026-08-20,android,mid,JP,meta_ads
u001230,2026-08-16,android,high,US,organic
u001231,2026-08-21,android,low,TW,tiktok_ads
u001232,2026-08-23,ios,high,KR,google_ads
u001233,2026-09-04,ios,mid,KR,organic
u001234,2026-09-06,android,mid,KR,meta_ads
u001235,2026-08-15,android,mid,OTHER,tiktok_ads
u001236,2026-08-17,android,mid,KR,cross_promo
u001237,2026-09-02,android,high,JP,meta_ads
u001238,2026-08-29,ios,mid,JP,meta_ads
u001239,2026-08-28,android,mid,KR,google_ads
u001240,2026-08-30,android,mid,KR,google_ads
u001241,2026-08-28,android,low,KR,organic
u001242,2026-08-15,android,low,US,organic
u001243,2026-08-17,android,mid,KR,organic
u001244,2026-08-31,android,high,KR,organic
u001245,2026-08-28,android,high,JP,cross_promo
u001246,2026-09-02,ios,mid,JP,meta_ads
u001247,2026-08-25,ios,low,KR,cross_promo
u001248,2026-08-18,ios,mid,JP,meta_ads
u001249,2026-08-31,ios,mid,TW,meta_ads
u001250,2026-09-02,android,high,US,meta_ads
u001251,2026-08-18,ios,high,JP,google_ads
u001252,2026-08-17,android,mid,KR,tiktok_ads
u001253,2026-08-28,ios,high,KR,meta_ads
u001254,2026-08-28,android,low,KR,meta_ads
u001255,2026-09-05,android,low,KR,cross_promo
u001256,2026-09-01,android,mid,KR,meta_ads
u001257,2026-08-15,android,low,KR,organic
u001258,2026-08-30,android,mid,KR,meta_ads
u001259,2026-08-25,android,low,KR,organic
u001260,2026-08-15,android,mid,KR,tiktok_ads
u001261,2026-08-20,android,mid,KR,meta_ads
u001262,2026-08-24,android,mid,KR,organic
u001263,2026-08-20,ios,mid,KR,google_ads
u001264,2026-08-16,ios,mid,US,tiktok_ads
u001265,2026-08-16,ios,high,TW,meta_ads
u001266,2026-09-01,android,low,JP,google_ads
u001267,2026-08-18,android,high,US,organic
u001268,2026-08-17,ios,high,JP,organic
u001269,2026-09-01,android,mid,JP,google_ads
u001270,2026-09-01,ios,high,TW,organic
u001271,2026-08-25,ios,mid,KR,organic
u001272,2026-08-25,ios,mid,KR,tiktok_ads
u001273,2026-08-24,android,low,OTHER,meta_ads
u001274,2026-08-26,android,mid,TW,organic
u001275,2026-08-25,ios,mid,KR,meta_ads
u001276,2026-08-19,ios,high,US,meta_ads
u001277,2026-08-30,ios,mid,OTHER,google_ads
u001278,2026-08-18,ios,mid,US,meta_ads
u001279,2026-09-06,android,low,US,google_ads
u001280,2026-09-03,ios,mid,US,meta_ads
u001281,2026-08-24,android,mid,JP,tiktok_ads
u001282,2026-08-25,android,mid,KR,tiktok_ads
u001283,2026-08-20,android,low,JP,google_ads
u001284,2026-08-24,android,mid,KR,organic
u001285,2026-08-18,ios,high,TW,meta_ads
u001286,2026-08-27,ios,high,KR,meta_ads
u001287,2026-08-15,android,mid,KR,meta_ads
u001288,2026-08-25,android,low,TW,organic
u001289,2026-08-29,ios,low,KR,google_ads
u001290,2026-09-04,android,low,KR,organic
u001291,2026-08-25,android,mid,KR,google_ads
u001292,2026-08-25,android,low,KR,google_ads
u001293,2026-08-17,ios,high,JP,meta_ads
u001294,2026-08-24,ios,high,KR,tiktok_ads
u001295,2026-09-03,ios,high,KR,meta_ads
u001296,2026-08-21,ios,mid,US,google_ads
u001297,2026-09-03,android,low,KR,organic
u001298,2026-08-20,ios,mid,KR,tiktok_ads
u001299,2026-08-31,android,low,TW,organic
u001300,2026-08-31,android,mid,KR,tiktok_ads
u001301,2026-08-24,ios,mid,OTHER,organic
u001302,2026-08-30,android,high,KR,organic
u001303,2026-09-06,android,mid,KR,organic
u001304,2026-08-28,android,low,OTHER,organic
u001305,2026-09-04,android,high,KR,tiktok_ads
u001306,2026-09-04,android,high,KR,cross_promo
u001307,2026-09-06,ios,high,US,meta_ads
u001308,2026-08-26,android,mid,KR,organic
u001309,2026-08-17,android,mid,KR,cross_promo
u001310,2026-08-19,android,low,KR,tiktok_ads
u001311,2026-08-26,android,low,TW,organic
u001312,2026-08-28,android,mid,TW,cross_promo
u001313,2026-08-25,android,high,KR,meta_ads
u001314,2026-08-17,ios,high,TW,tiktok_ads
u001315,2026-09-03,ios,low,US,google_ads
u001316,2026-09-04,ios,low,TW,organic
u001317,2026-08-31,android,high,KR,organic
u001318,2026-08-20,android,low,OTHER,google_ads
u001319,2026-09-03,ios,mid,KR,organic
u001320,2026-08-24,android,low,JP,google_ads
u001321,2026-08-28,android,mid,TW,organic
u001322,2026-08-24,android,mid,KR,meta_ads
u001323,2026-08-15,android,low,KR,organic
u001324,2026-08-17,android,mid,KR,organic
u001325,2026-08-27,ios,high,JP,tiktok_ads
u001326,2026-08-29,ios,mid,KR,tiktok_ads
u001327,2026-08-16,android,mid,TW,organic
u001328,2026-08-25,android,low,JP,meta_ads
u001329,2026-08-24,ios,mid,TW,google_ads
u001330,2026-09-03,android,low,US,google_ads
u001331,2026-08-21,android,mid,KR,google_ads
u001332,2026-09-06,ios,high,JP,tiktok_ads
u001333,2026-09-03,android,mid,KR,organic
u001334,2026-08-16,ios,high,KR,google_ads
u001335,2026-09-03,android,low,US,google_ads
u001336,2026-09-05,ios,low,KR,cross_promo
u001337,2026-09-04,android,low,US,tiktok_ads
u001338,2026-08-27,android,low,KR,organic
u001339,2026-08-31,android,low,KR,google_ads
u001340,2026-08-22,android,mid,US,organic
u001341,2026-08-25,android,mid,OTHER,organic
u001342,2026-08-17,ios,low,US,organic
u001343,2026-08-23,android,mid,OTHER,organic
u001344,2026-08-17,android,mid,OTHER,google_ads
u001345,2026-08-26,android,low,US,cross_promo
u001346,2026-08-30,ios,high,JP,tiktok_ads
u001347,2026-09-02,android,mid,JP,google_ads
u001348,2026-08-28,android,high,KR,tiktok_ads
u001349,2026-09-06,android,high,KR,organic
u001350,2026-09-01,android,low,US,tiktok_ads
u001351,2026-08-22,android,high,KR,organic
u001352,2026-08-24,ios,high,OTHER,google_ads
u001353,2026-08-30,android,mid,KR,google_ads
u001354,2026-08-28,android,mid,KR,meta_ads
u001355,2026-08-16,ios,mid,JP,meta_ads
u001356,2026-08-20,ios,high,KR,meta_ads
u001357,2026-09-02,android,high,JP,organic
u001358,2026-08-18,ios,high,KR,google_ads
u001359,2026-08-30,android,mid,KR,google_ads
u001360,2026-08-26,android,low,KR,organic
u001361,2026-08-30,android,low,KR,meta_ads
u001362,2026-08-31,android,mid,KR,meta_ads
u001363,2026-08-31,ios,high,KR,tiktok_ads
u001364,2026-08-31,android,low,KR,tiktok_ads
u001365,2026-09-04,ios,high,KR,google_ads
u001366,2026-09-04,android,mid,KR,google_ads
u001367,2026-08-15,android,low,OTHER,meta_ads
u001368,2026-08-15,android,low,US,organic
u001369,2026-08-22,ios,high,KR,google_ads
u001370,2026-08-26,android,mid,OTHER,tiktok_ads
u001371,2026-08-25,ios,mid,TW,google_ads
u001372,2026-08-27,android,low,KR,meta_ads
u001373,2026-08-26,android,low,KR,google_ads
u001374,2026-08-19,android,low,US,meta_ads
u001375,2026-09-01,android,low,KR,google_ads
u001376,2026-09-01,android,mid,US,organic
u001377,2026-09-02,android,low,US,meta_ads
u001378,2026-08-22,android,low,KR,google_ads
u001379,2026-09-05,android,high,OTHER,meta_ads
u001380,2026-09-03,android,high,US,cross_promo
u001381,2026-08-17,android,mid,KR,meta_ads
u001382,2026-09-04,android,low,KR,google_ads
u001383,2026-08-17,ios,mid,JP,tiktok_ads
u001384,2026-08-15,ios,mid,TW,tiktok_ads
u001385,2026-08-20,ios,high,KR,tiktok_ads
u001386,2026-08-18,ios,mid,JP,organic
u001387,2026-08-25,ios,mid,KR,organic
u001388,2026-08-17,android,mid,TW,tiktok_ads
u001389,2026-09-03,android,mid,US,google_ads
u001390,2026-09-03,android,low,TW,organic
u001391,2026-08-30,android,mid,JP,meta_ads
u001392,2026-08-21,ios,low,KR,organic
u001393,2026-08-20,android,low,TW,meta_ads
u001394,2026-08-17,ios,mid,OTHER,organic
u001395,2026-08-18,ios,low,TW,organic
u001396,2026-09-05,ios,high,KR,google_ads
u001397,2026-08-15,ios,high,KR,meta_ads
u001398,2026-08-25,android,low,KR,meta_ads
u001399,2026-08-28,ios,high,JP,organic
u001400,2026-08-16,ios,mid,KR,google_ads
u001401,2026-08-20,android,mid,JP,organic
u001402,2026-08-15,ios,high,KR,tiktok_ads
u001403,2026-08-19,ios,high,KR,organic
u001404,2026-08-23,android,mid,KR,organic
u001405,2026-08-30,android,low,KR,google_ads
u001406,2026-08-19,android,low,KR,tiktok_ads
u001407,2026-08-19,android,mid,KR,cross_promo
u001408,2026-09-01,ios,high,KR,organic
u001409,2026-08-23,android,high,JP,meta_ads
u001410,2026-08-26,android,mid,KR,organic
u001411,2026-09-04,ios,mid,KR,organic
u001412,2026-08-29,ios,high,US,meta_ads
u001413,2026-08-29,ios,high,JP,tiktok_ads
u001414,2026-08-29,android,low,OTHER,cross_promo
u001415,2026-08-15,android,mid,KR,organic
u001416,2026-08-29,ios,high,TW,meta_ads
u001417,2026-09-04,ios,mid,KR,meta_ads
u001418,2026-09-02,ios,mid,KR,meta_ads
u001419,2026-08-25,android,low,OTHER,meta_ads
u001420,2026-08-23,android,mid,KR,organic
u001421,2026-09-02,ios,high,TW,meta_ads
u001422,2026-08-23,ios,mid,KR,tiktok_ads
u001423,2026-09-04,ios,mid,KR,organic
u001424,2026-08-28,android,high,KR,tiktok_ads
u001425,2026-08-19,android,low,JP,tiktok_ads
u001426,2026-08-26,ios,mid,TW,meta_ads
u001427,2026-08-19,android,mid,KR,cross_promo
u001428,2026-08-22,android,high,JP,tiktok_ads
u001429,2026-09-02,android,mid,KR,google_ads
u001430,2026-08-19,android,mid,US,organic
u001431,2026-08-15,android,mid,KR,meta_ads
u001432,2026-09-05,android,low,JP,meta_ads
u001433,2026-08-20,android,low,KR,google_ads
u001434,2026-08-25,android,high,KR,meta_ads
u001435,2026-08-15,ios,mid,KR,meta_ads
u001436,2026-08-17,android,low,TW,organic
u001437,2026-08-17,android,low,US,tiktok_ads
u001438,2026-08-21,android,low,JP,google_ads
u001439,2026-08-21,android,mid,KR,google_ads
u001440,2026-08-28,ios,mid,KR,meta_ads
u001441,2026-09-01,android,low,TW,cross_promo
u001442,2026-08-17,ios,high,KR,google_ads
u001443,2026-08-28,ios,mid,KR,organic
u001444,2026-08-19,android,low,KR,google_ads
u001445,2026-08-18,android,low,TW,meta_ads
u001446,2026-08-15,android,high,KR,cross_promo
u001447,2026-08-18,ios,high,TW,meta_ads
u001448,2026-08-28,ios,mid,OTHER,google_ads
u001449,2026-09-05,android,mid,KR,tiktok_ads
u001450,2026-08-31,ios,mid,KR,meta_ads
u001451,2026-08-16,android,low,US,tiktok_ads
u001452,2026-09-02,android,mid,KR,tiktok_ads
u001453,2026-09-02,android,mid,KR,tiktok_ads
u001454,2026-08-27,android,high,US,organic
u001455,2026-08-29,android,high,US,google_ads
u001456,2026-09-04,android,mid,OTHER,organic
u001457,2026-09-06,ios,mid,JP,google_ads
u001458,2026-08-15,android,mid,US,organic
u001459,2026-08-19,android,mid,US,tiktok_ads
u001460,2026-08-22,android,mid,JP,organic
u001461,2026-08-16,ios,high,KR,organic
u001462,2026-08-23,ios,high,KR,organic
u001463,2026-08-17,android,mid,KR,organic
u001464,2026-08-15,android,high,KR,organic
u001465,2026-08-22,ios,high,KR,organic
u001466,2026-09-04,ios,low,US,meta_ads
u001467,2026-08-31,ios,low,OTHER,organic
u001468,2026-08-31,ios,mid,TW,organic
u001469,2026-09-05,ios,high,TW,organic
u001470,2026-08-18,ios,high,US,organic
u001471,2026-09-01,android,mid,TW,organic
u001472,2026-08-20,android,high,OTHER,google_ads
u001473,2026-08-19,ios,high,JP,organic
u001474,2026-09-02,android,mid,KR,google_ads
u001475,2026-08-27,android,mid,OTHER,organic
u001476,2026-08-18,android,mid,US,organic
u001477,2026-09-02,android,low,KR,organic
u001478,2026-08-19,ios,mid,US,cross_promo
u001479,2026-08-27,ios,mid,KR,organic
u001480,2026-08-15,ios,high,KR,organic
u001481,2026-08-20,ios,low,KR,google_ads
u001482,2026-08-25,ios,mid,OTHER,google_ads
u001483,2026-08-24,ios,high,OTHER,tiktok_ads
u001484,2026-08-21,android,low,TW,tiktok_ads
u001485,2026-08-22,android,high,KR,organic
u001486,2026-08-23,ios,mid,KR,google_ads
u001487,2026-08-25,android,mid,US,meta_ads
u001488,2026-08-27,android,high,KR,google_ads
u001489,2026-08-21,android,mid,TW,organic
u001490,2026-08-22,android,mid,KR,organic
u001491,2026-08-26,ios,mid,KR,organic
u001492,2026-08-27,android,low,KR,google_ads
u001493,2026-08-25,android,low,OTHER,cross_promo
u001494,2026-08-18,android,mid,OTHER,organic
u001495,2026-08-22,ios,mid,KR,organic
u001496,2026-08-15,ios,high,KR,organic
u001497,2026-08-18,android,mid,KR,tiktok_ads
u001498,2026-09-02,android,mid,KR,organic
u001499,2026-08-15,android,mid,US,organic
u001500,2026-09-02,android,mid,TW,cross_promo
u001501,2026-08-26,ios,mid,JP,organic
u001502,2026-08-19,android,mid,KR,google_ads
u001503,2026-08-27,android,low,KR,organic
u001504,2026-08-26,ios,mid,KR,organic
u001505,2026-08-30,android,low,KR,cross_promo
u001506,2026-08-19,android,mid,KR,organic
u001507,2026-08-22,android,high,JP,google_ads
u001508,2026-08-28,android,low,US,organic
u001509,2026-09-06,ios,high,OTHER,google_ads
u001510,2026-08-17,android,low,KR,meta_ads
u001511,2026-08-23,android,high,KR,organic
u001512,2026-08-20,android,low,KR,meta_ads
u001513,2026-08-29,android,low,KR,meta_ads
u001514,2026-08-19,ios,high,KR,tiktok_ads
u001515,2026-09-06,android,high,KR,organic
u001516,2026-08-19,ios,mid,KR,google_ads
u001517,2026-08-24,android,low,KR,google_ads
u001518,2026-09-01,android,mid,KR,meta_ads
u001519,2026-08-24,ios,high,KR,meta_ads
u001520,2026-08-26,android,mid,KR,organic
u001521,2026-09-04,android,mid,KR,organic
u001522,2026-08-22,android,mid,US,meta_ads
u001523,2026-09-03,android,high,KR,google_ads
u001524,2026-08-30,android,mid,KR,google_ads
u001525,2026-08-18,ios,high,JP,organic
u001526,2026-08-31,android,mid,TW,organic
u001527,2026-08-22,ios,mid,KR,organic
u001528,2026-09-05,android,mid,KR,organic
u001529,2026-09-03,ios,mid,KR,organic
u001530,2026-08-24,android,mid,KR,organic
u001531,2026-08-23,android,low,KR,google_ads
u001532,2026-08-24,android,low,KR,organic
u001533,2026-08-16,android,high,US,cross_promo
u001534,2026-08-21,ios,high,KR,meta_ads
u001535,2026-09-04,android,low,JP,tiktok_ads
u001536,2026-08-28,android,mid,KR,organic
u001537,2026-08-18,android,mid,JP,organic
u001538,2026-09-01,android,high,OTHER,meta_ads
u001539,2026-09-06,ios,mid,TW,organic
u001540,2026-09-06,android,low,TW,cross_promo
u001541,2026-08-29,android,low,JP,organic
u001542,2026-08-24,ios,mid,KR,meta_ads
u001543,2026-08-27,android,low,KR,meta_ads
u001544,2026-09-06,android,high,KR,tiktok_ads
u001545,2026-08-18,ios,mid,TW,meta_ads
u001546,2026-08-30,android,low,JP,meta_ads
u001547,2026-08-31,android,low,OTHER,meta_ads
u001548,2026-08-16,ios,high,KR,tiktok_ads
u001549,2026-08-29,android,low,OTHER,organic
u001550,2026-08-21,android,low,KR,meta_ads
u001551,2026-09-03,ios,low,KR,organic
u001552,2026-08-21,ios,high,OTHER,tiktok_ads
u001553,2026-08-20,android,low,KR,organic
u001554,2026-08-15,android,high,US,cross_promo
u001555,2026-09-01,android,low,KR,organic
u001556,2026-08-22,ios,low,JP,organic
u001557,2026-08-16,ios,high,KR,google_ads
u001558,2026-08-30,ios,high,KR,meta_ads
u001559,2026-08-31,android,mid,KR,organic
u001560,2026-08-31,android,high,KR,google_ads
u001561,2026-08-24,android,mid,KR,google_ads
u001562,2026-08-22,ios,mid,US,meta_ads
u001563,2026-08-18,android,high,US,organic
u001564,2026-08-16,ios,mid,KR,organic
u001565,2026-08-26,android,low,KR,meta_ads
u001566,2026-08-23,android,low,OTHER,organic
u001567,2026-08-31,android,mid,KR,tiktok_ads
u001568,2026-08-23,android,mid,KR,google_ads
u001569,2026-08-24,ios,high,US,organic
u001570,2026-08-28,android,high,KR,google_ads
u001571,2026-09-04,android,low,KR,tiktok_ads
u001572,2026-08-21,android,high,US,meta_ads
u001573,2026-08-28,android,low,JP,organic
u001574,2026-08-25,android,low,KR,organic
u001575,2026-08-25,ios,mid,KR,google_ads
u001576,2026-08-19,android,low,KR,google_ads
u001577,2026-09-02,ios,high,KR,tiktok_ads
u001578,2026-09-03,android,mid,TW,cross_promo
u001579,2026-08-16,ios,high,KR,google_ads
u001580,2026-08-24,ios,low,US,organic
u001581,2026-08-25,ios,mid,KR,organic
u001582,2026-08-24,android,low,KR,google_ads
u001583,2026-09-06,ios,mid,TW,cross_promo
u001584,2026-08-28,android,low,KR,organic
u001585,2026-08-22,ios,high,US,organic
u001586,2026-09-02,android,low,KR,tiktok_ads
u001587,2026-09-05,android,low,JP,organic
u001588,2026-08-26,android,mid,TW,organic
u001589,2026-08-22,ios,mid,KR,organic
u001590,2026-08-18,ios,high,OTHER,organic
u001591,2026-09-05,ios,mid,KR,google_ads
u001592,2026-08-20,android,mid,KR,tiktok_ads
u001593,2026-09-01,ios,mid,KR,tiktok_ads
u001594,2026-08-22,android,low,OTHER,organic
u001595,2026-08-22,android,high,KR,meta_ads
u001596,2026-09-04,ios,mid,KR,organic
u001597,2026-09-05,android,low,KR,tiktok_ads
u001598,2026-08-21,ios,mid,US,meta_ads
u001599,2026-09-04,ios,high,KR,organic
u001600,2026-08-26,ios,high,KR,organic
u001601,2026-08-30,android,mid,KR,meta_ads
u001602,2026-08-25,android,low,KR,organic
u001603,2026-08-17,android,high,KR,tiktok_ads
u001604,2026-08-27,ios,mid,KR,organic
u001605,2026-08-17,android,mid,KR,tiktok_ads
u001606,2026-09-05,android,high,OTHER,organic
u001607,2026-09-03,ios,high,KR,meta_ads
u001608,2026-08-17,android,mid,US,meta_ads
u001609,2026-08-20,android,mid,KR,google_ads
u001610,2026-08-30,android,mid,KR,meta_ads
u001611,2026-08-21,ios,low,KR,google_ads
u001612,2026-08-19,ios,mid,KR,tiktok_ads
u001613,2026-08-25,ios,low,KR,tiktok_ads
u001614,2026-08-22,android,low,KR,tiktok_ads
u001615,2026-08-22,android,mid,TW,cross_promo
u001616,2026-09-01,android,low,OTHER,organic
u001617,2026-08-24,android,low,TW,google_ads
u001618,2026-08-26,android,low,KR,tiktok_ads
u001619,2026-08-22,android,low,KR,organic
u001620,2026-09-01,ios,mid,KR,organic
u001621,2026-09-04,android,high,TW,organic
u001622,2026-09-06,ios,low,KR,meta_ads
u001623,2026-08-28,ios,low,KR,google_ads
u001624,2026-08-31,ios,high,US,tiktok_ads
u001625,2026-08-19,ios,mid,KR,cross_promo
u001626,2026-08-16,android,low,TW,meta_ads
u001627,2026-08-23,android,high,KR,google_ads
u001628,2026-08-28,android,low,KR,google_ads
u001629,2026-08-16,android,high,US,tiktok_ads
u001630,2026-08-26,android,low,KR,meta_ads
u001631,2026-09-04,android,low,KR,cross_promo
u001632,2026-09-01,android,low,US,organic
u001633,2026-09-03,android,low,KR,google_ads
u001634,2026-08-21,ios,high,KR,organic
u001635,2026-08-27,ios,mid,JP,meta_ads
u001636,2026-08-18,ios,high,KR,organic
u001637,2026-08-30,android,low,OTHER,google_ads
u001638,2026-09-06,android,mid,US,meta_ads
u001639,2026-08-28,android,low,US,meta_ads
u001640,2026-09-04,android,low,KR,google_ads
u001641,2026-08-17,android,high,JP,organic
u001642,2026-08-21,ios,mid,KR,cross_promo
u001643,2026-09-06,android,low,JP,google_ads
u001644,2026-09-06,ios,mid,KR,tiktok_ads
u001645,2026-08-16,ios,high,US,meta_ads
u001646,2026-08-17,android,high,JP,tiktok_ads
u001647,2026-08-22,android,low,KR,google_ads
u001648,2026-08-24,android,low,OTHER,cross_promo
u001649,2026-09-01,ios,high,KR,tiktok_ads
u001650,2026-08-16,ios,mid,KR,cross_promo
u001651,2026-08-26,android,mid,KR,meta_ads
u001652,2026-09-04,ios,mid,JP,organic
u001653,2026-08-21,android,high,US,google_ads
u001654,2026-08-18,ios,high,KR,tiktok_ads
u001655,2026-08-23,android,mid,KR,google_ads
u001656,2026-09-04,android,high,JP,organic
u001657,2026-09-02,android,high,KR,organic
u001658,2026-09-06,android,low,KR,organic
u001659,2026-08-31,android,mid,KR,cross_promo
u001660,2026-08-18,ios,low,TW,meta_ads
u001661,2026-09-03,android,mid,US,organic
u001662,2026-08-22,ios,mid,KR,organic
u001663,2026-08-24,android,low,KR,google_ads
u001664,2026-08-30,android,low,JP,meta_ads
u001665,2026-08-23,ios,mid,KR,organic
u001666,2026-08-25,ios,mid,KR,meta_ads
u001667,2026-08-29,ios,low,KR,google_ads
u001668,2026-08-24,android,low,KR,tiktok_ads
u001669,2026-08-16,android,high,JP,meta_ads
u001670,2026-08-26,android,low,TW,cross_promo
u001671,2026-08-28,android,low,KR,google_ads
u001672,2026-08-19,ios,high,TW,cross_promo
u001673,2026-08-18,android,mid,KR,google_ads
u001674,2026-09-04,ios,high,JP,google_ads
u001675,2026-08-24,android,mid,KR,meta_ads
u001676,2026-08-26,ios,high,KR,cross_promo
u001677,2026-08-19,android,high,JP,tiktok_ads
u001678,2026-08-19,android,low,JP,meta_ads
u001679,2026-08-17,android,mid,KR,organic
u001680,2026-08-29,android,mid,OTHER,google_ads
