attempt_id,user_id,session_id,level_id,result,duration_sec,boosters_used,ts
a000028788,u001100,s00006604,25,clear,90,0,2026-09-09 13:57:03
a000028789,u001100,s00006604,26,fail,125,0,2026-09-09 13:58:31
a000028790,u001100,s00006604,26,fail,111,0,2026-09-09 14:00:56
a000028791,u001100,s00006604,26,clear,106,1,2026-09-09 14:01:46
a000028792,u001100,s00006604,27,clear,91,0,2026-09-09 14:03:39
a000028793,u001100,s00006604,28,clear,84,0,2026-09-09 14:06:04
a000028794,u001100,s00006604,29,clear,70,0,2026-09-09 14:08:17
a000028795,u001100,s00006604,30,fail,150,0,2026-09-09 14:10:44
a000028796,u001100,s00006605,30,fail,44,0,2026-09-09 13:24:32
a000028797,u001100,s00006605,30,clear,66,0,2026-09-09 13:26:57
a000028798,u001100,s00006606,31,fail,179,0,2026-09-09 15:47:29
a000028799,u001100,s00006606,31,fail,93,0,2026-09-09 15:48:52
a000028800,u001100,s00006606,31,clear,115,0,2026-09-09 15:49:46
a000028801,u001100,s00006606,32,fail,76,0,2026-09-09 15:52:10
a000028802,u001101,s00006607,1,clear,87,0,2026-09-02 12:09:05
a000028803,u001101,s00006607,2,clear,62,0,2026-09-02 12:11:20
a000028804,u001101,s00006607,3,clear,65,0,2026-09-02 12:12:08
a000028805,u001101,s00006607,4,clear,82,0,2026-09-02 12:13:04
a000028806,u001102,s00006608,1,clear,171,0,2026-08-22 10:42:55
a000028807,u001102,s00006608,2,clear,30,0,2026-08-22 10:45:12
a000028808,u001102,s00006608,3,clear,77,0,2026-08-22 10:46:35
a000028809,u001102,s00006608,4,clear,79,0,2026-08-22 10:48:21
a000028810,u001102,s00006608,5,clear,80,0,2026-08-22 10:50:01
a000028811,u001102,s00006608,6,clear,159,0,2026-08-22 10:51:40
a000028812,u001102,s00006608,7,fail,102,0,2026-08-22 10:53:40
a000028813,u001102,s00006608,7,clear,93,0,2026-08-22 10:55:54
a000028814,u001102,s00006608,8,clear,62,0,2026-08-22 10:58:34
a000028815,u001102,s00006608,9,clear,36,0,2026-08-22 11:00:14
a000028816,u001102,s00006609,10,clear,33,0,2026-08-22 12:39:15
a000028817,u001102,s00006609,11,clear,35,0,2026-08-22 12:40:21
a000028818,u001102,s00006609,12,fail,107,0,2026-08-22 12:41:44
a000028819,u001102,s00006609,12,fail,35,0,2026-08-22 12:43:25
a000028820,u001103,s00006610,1,clear,168,0,2026-08-17 14:42:09
a000028821,u001103,s00006610,2,clear,69,0,2026-08-17 14:44:09
a000028822,u001103,s00006610,3,clear,141,0,2026-08-17 14:45:57
a000028823,u001103,s00006610,4,clear,170,0,2026-08-17 14:47:32
a000028824,u001103,s00006610,5,clear,147,0,2026-08-17 14:48:50
a000028825,u001103,s00006610,6,clear,84,0,2026-08-17 14:50:37
a000028826,u001103,s00006611,7,clear,93,0,2026-08-17 14:09:08
a000028827,u001103,s00006611,8,clear,150,0,2026-08-17 14:11:15
a000028828,u001103,s00006611,9,fail,142,0,2026-08-17 14:13:42
a000028829,u001103,s00006611,9,clear,171,0,2026-08-17 14:16:19
a000028830,u001103,s00006611,10,clear,72,0,2026-08-17 14:17:07
a000028831,u001103,s00006611,11,clear,64,0,2026-08-17 14:19:19
a000028832,u001103,s00006612,12,fail,159,0,2026-08-18 14:17:34
a000028833,u001103,s00006612,12,fail,30,0,2026-08-18 14:18:47
a000028834,u001103,s00006612,12,fail,98,0,2026-08-18 14:20:03
a000028835,u001103,s00006613,12,fail,138,0,2026-08-19 14:40:11
a000028836,u001103,s00006613,12,fail,90,0,2026-08-19 14:41:15
a000028837,u001103,s00006613,12,fail,172,1,2026-08-19 14:43:07
a000028838,u001103,s00006613,12,fail,178,1,2026-08-19 14:44:55
a000028839,u001103,s00006613,12,clear,125,0,2026-08-19 14:46:49
a000028840,u001103,s00006613,13,clear,137,0,2026-08-19 14:47:42
a000028841,u001103,s00006613,14,fail,38,0,2026-08-19 14:50:22
a000028842,u001103,s00006614,14,clear,94,0,2026-08-20 14:51:25
a000028843,u001103,s00006614,15,fail,75,0,2026-08-20 14:53:44
a000028844,u001103,s00006615,15,fail,33,0,2026-08-20 22:38:48
a000028845,u001103,s00006615,15,clear,152,0,2026-08-20 22:41:05
a000028846,u001103,s00006615,16,clear,143,0,2026-08-20 22:43:01
a000028847,u001103,s00006615,17,fail,112,0,2026-08-20 22:44:26
a000028848,u001103,s00006615,17,clear,60,0,2026-08-20 22:45:12
a000028849,u001103,s00006616,18,clear,73,0,2026-08-21 14:33:29
a000028850,u001103,s00006616,19,clear,36,0,2026-08-21 14:36:05
a000028851,u001103,s00006616,20,clear,75,0,2026-08-21 14:38:20
a000028852,u001103,s00006616,21,clear,112,0,2026-08-21 14:40:26
a000028853,u001103,s00006616,22,fail,126,0,2026-08-21 14:41:17
a000028854,u001103,s00006616,22,fail,82,0,2026-08-21 14:42:38
a000028855,u001103,s00006616,22,clear,53,0,2026-08-21 14:43:57
a000028856,u001103,s00006617,23,clear,122,0,2026-08-21 16:40:58
a000028857,u001103,s00006617,24,clear,174,0,2026-08-21 16:43:34
a000028858,u001103,s00006618,25,fail,50,0,2026-08-22 15:00:16
a000028859,u001103,s00006619,25,fail,119,0,2026-08-22 19:46:24
a000028860,u001103,s00006619,25,clear,60,0,2026-08-22 19:47:50
a000028861,u001103,s00006619,26,fail,126,0,2026-08-22 19:48:55
a000028862,u001103,s00006619,26,clear,137,0,2026-08-22 19:50:29
a000028863,u001103,s00006620,27,clear,108,0,2026-08-22 14:49:09
a000028864,u001103,s00006620,28,fail,48,0,2026-08-22 14:51:20
a000028865,u001103,s00006620,28,fail,113,0,2026-08-22 14:53:15
a000028866,u001103,s00006620,28,clear,124,0,2026-08-22 14:55:23
a000028867,u001103,s00006621,29,clear,177,0,2026-08-23 14:30:11
a000028868,u001103,s00006621,30,clear,53,0,2026-08-23 14:32:39
a000028869,u001103,s00006622,31,fail,63,0,2026-08-23 14:18:56
a000028870,u001103,s00006622,31,clear,176,0,2026-08-23 14:20:00
a000028871,u001103,s00006623,32,fail,132,0,2026-08-23 16:58:33
a000028872,u001103,s00006623,32,clear,177,0,2026-08-23 17:00:53
a000028873,u001103,s00006623,33,clear,176,0,2026-08-23 17:02:18
a000028874,u001104,s00006624,1,clear,34,0,2026-08-24 08:43:28
a000028875,u001104,s00006624,2,clear,38,0,2026-08-24 08:45:38
a000028876,u001104,s00006624,3,fail,40,0,2026-08-24 08:46:49
a000028877,u001104,s00006624,3,clear,121,0,2026-08-24 08:48:16
a000028878,u001104,s00006625,4,clear,78,0,2026-08-24 13:55:48
a000028879,u001104,s00006625,5,fail,139,0,2026-08-24 13:57:18
a000028880,u001104,s00006625,5,clear,117,0,2026-08-24 13:59:27
a000028881,u001104,s00006626,6,fail,142,0,2026-08-24 19:18:48
a000028882,u001104,s00006626,6,clear,47,0,2026-08-24 19:19:50
a000028883,u001105,s00006627,1,clear,113,0,2026-08-18 11:55:11
a000028884,u001105,s00006627,2,clear,76,0,2026-08-18 11:57:02
a000028885,u001105,s00006627,3,clear,157,0,2026-08-18 11:59:41
a000028886,u001105,s00006627,4,clear,131,0,2026-08-18 12:01:58
a000028887,u001105,s00006628,5,clear,128,0,2026-08-18 13:52:24
a000028888,u001105,s00006628,6,clear,47,0,2026-08-18 13:54:51
a000028889,u001105,s00006628,7,clear,146,0,2026-08-18 13:55:44
a000028890,u001105,s00006628,8,clear,113,0,2026-08-18 13:56:31
a000028891,u001105,s00006628,9,clear,101,0,2026-08-18 13:58:18
a000028892,u001105,s00006628,10,clear,60,0,2026-08-18 13:59:27
a000028893,u001105,s00006628,11,clear,155,0,2026-08-18 14:02:05
a000028894,u001105,s00006629,12,clear,129,0,2026-08-19 11:43:47
a000028895,u001105,s00006629,13,fail,73,0,2026-08-19 11:46:06
a000028896,u001105,s00006629,13,fail,178,0,2026-08-19 11:48:31
a000028897,u001105,s00006629,13,clear,142,1,2026-08-19 11:49:37
a000028898,u001105,s00006629,14,clear,93,0,2026-08-19 11:50:31
a000028899,u001105,s00006629,15,clear,139,0,2026-08-19 11:52:37
a000028900,u001105,s00006629,16,fail,159,0,2026-08-19 11:54:42
a000028901,u001105,s00006629,16,clear,171,0,2026-08-19 11:57:10
a000028902,u001105,s00006630,17,fail,86,0,2026-08-19 19:03:13
a000028903,u001105,s00006630,17,clear,115,0,2026-08-19 19:05:23
a000028904,u001105,s00006630,18,fail,148,0,2026-08-19 19:07:16
a000028905,u001105,s00006630,18,clear,66,0,2026-08-19 19:09:48
a000028906,u001105,s00006631,19,clear,67,0,2026-08-19 13:25:50
a000028907,u001105,s00006631,20,fail,123,0,2026-08-19 13:28:20
a000028908,u001105,s00006631,20,fail,84,0,2026-08-19 13:30:57
a000028909,u001105,s00006631,20,clear,150,1,2026-08-19 13:32:23
a000028910,u001105,s00006631,21,fail,67,0,2026-08-19 13:34:41
a000028911,u001105,s00006631,21,clear,157,0,2026-08-19 13:36:52
a000028912,u001105,s00006631,22,fail,140,0,2026-08-19 13:38:31
a000028913,u001105,s00006631,22,fail,120,0,2026-08-19 13:39:17
a000028914,u001105,s00006631,22,clear,148,0,2026-08-19 13:40:58
a000028915,u001105,s00006631,23,fail,102,0,2026-08-19 13:41:53
a000028916,u001105,s00006631,23,fail,122,0,2026-08-19 13:44:26
a000028917,u001105,s00006632,23,fail,164,0,2026-08-20 11:44:26
a000028918,u001105,s00006632,23,clear,118,0,2026-08-20 11:45:56
a000028919,u001105,s00006632,24,fail,82,0,2026-08-20 11:48:19
a000028920,u001105,s00006632,24,clear,55,0,2026-08-20 11:49:14
a000028921,u001105,s00006632,25,clear,133,0,2026-08-20 11:50:27
a000028922,u001105,s00006632,26,fail,61,0,2026-08-20 11:52:05
a000028923,u001105,s00006632,26,fail,32,0,2026-08-20 11:53:27
a000028924,u001105,s00006633,26,fail,33,0,2026-08-20 16:37:14
a000028925,u001105,s00006633,26,clear,159,0,2026-08-20 16:38:23
a000028926,u001105,s00006633,27,clear,169,0,2026-08-20 16:40:28
a000028927,u001105,s00006633,28,clear,158,0,2026-08-20 16:42:31
a000028928,u001105,s00006633,29,clear,135,0,2026-08-20 16:44:32
a000028929,u001105,s00006634,30,fail,82,0,2026-08-20 22:18:45
a000028930,u001105,s00006634,30,fail,111,0,2026-08-20 22:20:33
a000028931,u001105,s00006634,30,clear,147,1,2026-08-20 22:22:27
a000028932,u001105,s00006634,31,fail,108,0,2026-08-20 22:23:59
a000028933,u001105,s00006634,31,fail,152,0,2026-08-20 22:25:09
a000028934,u001105,s00006634,31,fail,129,1,2026-08-20 22:27:33
a000028935,u001105,s00006634,31,clear,176,0,2026-08-20 22:29:31
a000028936,u001105,s00006634,32,fail,68,0,2026-08-20 22:31:47
a000028937,u001105,s00006634,32,fail,61,0,2026-08-20 22:33:32
a000028938,u001105,s00006635,32,fail,35,0,2026-08-21 11:43:40
a000028939,u001105,s00006636,32,fail,56,0,2026-08-22 11:22:22
a000028940,u001105,s00006636,32,fail,74,0,2026-08-22 11:23:37
a000028941,u001105,s00006636,32,clear,43,0,2026-08-22 11:25:48
a000028942,u001105,s00006636,33,clear,165,0,2026-08-22 11:26:58
a000028943,u001105,s00006636,34,clear,127,0,2026-08-22 11:29:11
a000028944,u001105,s00006636,35,fail,83,0,2026-08-22 11:31:14
a000028945,u001105,s00006637,35,fail,167,0,2026-08-22 19:15:24
a000028946,u001105,s00006637,35,clear,119,0,2026-08-22 19:17:42
a000028947,u001105,s00006637,36,fail,172,0,2026-08-22 19:18:32
a000028948,u001105,s00006637,36,fail,99,0,2026-08-22 19:20:20
a000028949,u001105,s00006637,36,fail,136,0,2026-08-22 19:21:58
a000028950,u001105,s00006637,36,fail,69,1,2026-08-22 19:22:56
a000028951,u001105,s00006638,36,clear,178,0,2026-08-23 11:34:25
a000028952,u001105,s00006638,37,clear,159,0,2026-08-23 11:35:53
a000028953,u001105,s00006638,38,fail,61,0,2026-08-23 11:37:56
a000028954,u001105,s00006639,38,fail,155,0,2026-08-23 19:51:49
a000028955,u001105,s00006639,38,fail,180,0,2026-08-23 19:53:40
a000028956,u001105,s00006639,38,clear,138,1,2026-08-23 19:56:12
a000028957,u001105,s00006639,39,clear,68,0,2026-08-23 19:58:10
a000028958,u001105,s00006639,40,clear,120,0,2026-08-23 20:00:18
a000028959,u001105,s00006639,41,fail,175,0,2026-08-23 20:02:18
a000028960,u001105,s00006640,41,fail,134,0,2026-08-24 12:00:23
a000028961,u001105,s00006640,41,clear,30,0,2026-08-24 12:01:08
a000028962,u001105,s00006640,42,fail,151,0,2026-08-24 12:02:48
a000028963,u001105,s00006640,42,fail,177,0,2026-08-24 12:03:40
a000028964,u001105,s00006641,42,fail,177,0,2026-08-24 22:03:24
a000028965,u001105,s00006641,42,clear,158,0,2026-08-24 22:04:35
a000028966,u001105,s00006641,43,fail,43,0,2026-08-24 22:06:49
a000028967,u001105,s00006641,43,fail,96,0,2026-08-24 22:08:15
a000028968,u001105,s00006641,43,fail,97,1,2026-08-24 22:09:01
a000028969,u001105,s00006642,43,fail,100,0,2026-08-25 11:55:56
a000028970,u001105,s00006642,43,fail,116,0,2026-08-25 11:56:48
a000028971,u001105,s00006642,43,clear,45,0,2026-08-25 11:59:08
a000028972,u001105,s00006642,44,fail,151,0,2026-08-25 12:01:16
a000028973,u001105,s00006642,44,clear,105,0,2026-08-25 12:03:13
a000028974,u001106,s00006643,1,clear,102,0,2026-08-31 19:25:38
a000028975,u001106,s00006643,2,clear,53,0,2026-08-31 19:27:17
a000028976,u001106,s00006644,3,fail,105,0,2026-09-01 06:53:34
a000028977,u001106,s00006644,3,clear,104,0,2026-09-01 06:55:28
a000028978,u001106,s00006645,4,clear,34,0,2026-09-01 03:51:11
a000028979,u001106,s00006646,5,clear,74,0,2026-09-01 06:08:56
a000028980,u001106,s00006646,6,clear,153,0,2026-09-01 06:09:54
a000028981,u001107,s00006647,1,fail,32,0,2026-08-21 12:39:15
a000028982,u001107,s00006647,1,clear,170,0,2026-08-21 12:40:36
a000028983,u001107,s00006647,2,clear,160,0,2026-08-21 12:42:08
a000028984,u001107,s00006647,3,clear,95,0,2026-08-21 12:44:40
a000028985,u001107,s00006647,4,clear,173,0,2026-08-21 12:47:09
a000028986,u001107,s00006647,5,fail,38,0,2026-08-21 12:49:08
a000028987,u001107,s00006648,5,fail,133,0,2026-08-21 12:22:13
a000028988,u001107,s00006648,5,clear,142,0,2026-08-21 12:23:04
a000028989,u001107,s00006648,6,fail,55,0,2026-08-21 12:24:08
a000028990,u001108,s00006649,1,clear,108,0,2026-08-22 14:36:28
a000028991,u001108,s00006649,2,clear,35,0,2026-08-22 14:37:30
a000028992,u001108,s00006650,3,clear,49,0,2026-08-23 01:40:56
a000028993,u001108,s00006650,4,clear,82,0,2026-08-23 01:42:58
a000028994,u001108,s00006651,5,fail,85,0,2026-08-23 14:49:57
a000028995,u001108,s00006652,5,clear,44,0,2026-08-23 14:06:04
a000028996,u001108,s00006653,6,clear,54,0,2026-08-24 14:33:47
a000028997,u001108,s00006653,7,fail,94,0,2026-08-24 14:34:33
a000028998,u001108,s00006653,7,clear,78,0,2026-08-24 14:36:20
a000028999,u001108,s00006653,8,clear,114,0,2026-08-24 14:38:33
a000029000,u001109,s00006654,1,clear,105,0,2026-08-20 18:11:51
a000029001,u001109,s00006654,2,fail,110,0,2026-08-20 18:13:22
a000029002,u001109,s00006654,2,fail,106,0,2026-08-20 18:14:13
a000029003,u001109,s00006654,2,clear,143,0,2026-08-20 18:15:49
a000029004,u001109,s00006654,3,clear,49,0,2026-08-20 18:18:19
a000029005,u001109,s00006654,4,fail,90,0,2026-08-20 18:20:56
a000029006,u001110,s00006655,1,clear,50,0,2026-08-19 07:35:20
a000029007,u001110,s00006655,2,clear,155,0,2026-08-19 07:37:42
a000029008,u001110,s00006656,3,clear,177,0,2026-08-19 15:52:27
a000029009,u001110,s00006656,4,clear,149,0,2026-08-19 15:53:20
a000029010,u001110,s00006656,5,clear,66,0,2026-08-19 15:54:12
a000029011,u001111,s00006657,1,clear,178,0,2026-08-30 19:39:19
a000029012,u001111,s00006657,2,fail,73,0,2026-08-30 19:41:24
a000029013,u001111,s00006657,2,clear,175,0,2026-08-30 19:43:53
a000029014,u001111,s00006658,3,clear,149,0,2026-08-30 21:28:01
a000029015,u001111,s00006658,4,clear,144,0,2026-08-30 21:28:52
a000029016,u001111,s00006658,5,clear,115,0,2026-08-30 21:30:29
a000029017,u001111,s00006658,6,clear,142,0,2026-08-30 21:33:00
a000029018,u001111,s00006658,7,clear,30,0,2026-08-30 21:34:47
a000029019,u001111,s00006659,8,clear,144,0,2026-08-30 21:34:06
a000029020,u001111,s00006659,9,clear,78,0,2026-08-30 21:35:01
a000029021,u001111,s00006659,10,fail,148,0,2026-08-30 21:37:06
a000029022,u001111,s00006659,10,clear,79,0,2026-08-30 21:37:59
a000029023,u001111,s00006660,11,clear,112,0,2026-08-31 19:42:27
a000029024,u001111,s00006661,12,clear,146,0,2026-09-01 19:34:14
a000029025,u001111,s00006661,13,fail,107,0,2026-09-01 19:35:44
a000029026,u001111,s00006661,13,clear,37,0,2026-09-01 19:38:12
a000029027,u001111,s00006661,14,fail,150,0,2026-09-01 19:39:44
a000029028,u001111,s00006662,14,clear,126,0,2026-09-01 19:53:44
a000029029,u001111,s00006662,15,clear,30,0,2026-09-01 19:54:29
a000029030,u001111,s00006663,16,fail,156,0,2026-09-02 19:18:46
a000029031,u001111,s00006663,16,clear,178,0,2026-09-02 19:19:53
a000029032,u001111,s00006663,17,clear,32,0,2026-09-02 19:22:09
a000029033,u001111,s00006664,18,fail,45,0,2026-09-02 21:35:46
a000029034,u001111,s00006664,18,clear,168,0,2026-09-02 21:37:06
a000029035,u001111,s00006664,19,fail,166,0,2026-09-02 21:39:13
a000029036,u001111,s00006665,19,fail,116,0,2026-09-03 19:39:39
a000029037,u001111,s00006666,19,fail,55,0,2026-09-03 19:01:55
a000029038,u001111,s00006666,19,clear,36,0,2026-09-03 19:03:30
a000029039,u001111,s00006666,20,fail,55,0,2026-09-03 19:05:50
a000029040,u001111,s00006666,20,clear,72,0,2026-09-03 19:07:53
a000029041,u001111,s00006667,21,fail,148,0,2026-09-04 19:55:19
a000029042,u001111,s00006668,21,clear,112,0,2026-09-05 00:47:09
a000029043,u001111,s00006668,22,clear,35,0,2026-09-05 00:48:56
a000029044,u001111,s00006669,23,fail,31,0,2026-09-05 00:35:50
a000029045,u001111,s00006669,23,clear,58,0,2026-09-05 00:38:21
a000029046,u001111,s00006669,24,clear,144,0,2026-09-05 00:40:04
a000029047,u001111,s00006669,25,clear,150,0,2026-09-05 00:41:30
a000029048,u001111,s00006670,26,clear,30,0,2026-09-05 20:00:10
a000029049,u001111,s00006671,27,clear,146,0,2026-09-05 21:03:35
a000029050,u001111,s00006671,28,clear,48,0,2026-09-05 21:05:01
a000029051,u001111,s00006671,29,clear,122,0,2026-09-05 21:06:50
a000029052,u001111,s00006672,30,clear,85,0,2026-09-06 03:38:16
a000029053,u001111,s00006672,31,fail,114,0,2026-09-06 03:39:55
a000029054,u001111,s00006673,31,fail,130,0,2026-09-05 21:12:11
a000029055,u001111,s00006674,31,fail,58,0,2026-09-06 19:12:45
a000029056,u001111,s00006674,31,fail,151,0,2026-09-06 19:15:07
a000029057,u001111,s00006674,31,clear,60,0,2026-09-06 19:16:20
a000029058,u001111,s00006675,32,fail,86,0,2026-09-07 19:48:37
a000029059,u001111,s00006675,32,fail,95,0,2026-09-07 19:51:08
a000029060,u001111,s00006676,32,clear,70,0,2026-09-08 06:21:04
a000029061,u001111,s00006676,33,fail,118,0,2026-09-08 06:22:40
a000029062,u001111,s00006676,33,fail,138,0,2026-09-08 06:23:58
a000029063,u001111,s00006677,33,clear,143,0,2026-09-08 19:15:33
a000029064,u001111,s00006677,34,clear,45,0,2026-09-08 19:16:52
a000029065,u001111,s00006677,35,clear,174,0,2026-09-08 19:18:52
a000029066,u001111,s00006678,36,fail,141,0,2026-09-09 19:56:01
a000029067,u001111,s00006678,36,fail,93,0,2026-09-09 19:57:27
a000029068,u001111,s00006678,36,fail,143,0,2026-09-09 19:59:24
a000029069,u001111,s00006679,36,clear,60,0,2026-09-10 19:27:37
a000029070,u001111,s00006679,37,clear,104,0,2026-09-10 19:29:35
a000029071,u001111,s00006680,38,clear,32,0,2026-09-10 19:54:00
a000029072,u001111,s00006680,39,fail,132,0,2026-09-10 19:55:57
a000029073,u001111,s00006681,39,clear,43,0,2026-09-10 21:35:17
a000029074,u001111,s00006681,40,clear,114,0,2026-09-10 21:36:08
a000029075,u001111,s00006681,41,fail,60,0,2026-09-10 21:37:15
a000029076,u001111,s00006682,41,clear,113,0,2026-09-11 19:42:19
a000029077,u001111,s00006682,42,clear,164,0,2026-09-11 19:43:32
a000029078,u001111,s00006683,43,clear,49,0,2026-09-12 19:52:28
a000029079,u001111,s00006684,44,fail,128,0,2026-09-13 06:29:59
a000029080,u001111,s00006684,44,clear,111,0,2026-09-13 06:31:44
a000029081,u001111,s00006685,45,clear,115,0,2026-09-13 19:33:04
a000029082,u001112,s00006686,1,clear,157,0,2026-08-15 21:48:45
a000029083,u001112,s00006686,2,clear,45,0,2026-08-15 21:51:01
a000029084,u001112,s00006686,3,clear,77,0,2026-08-15 21:52:40
a000029085,u001112,s00006686,4,fail,165,0,2026-08-15 21:54:19
a000029086,u001112,s00006686,4,clear,64,0,2026-08-15 21:56:40
a000029087,u001112,s00006686,5,clear,75,0,2026-08-15 21:58:07
a000029088,u001112,s00006687,6,clear,106,0,2026-08-16 21:45:29
a000029089,u001112,s00006687,7,fail,180,0,2026-08-16 21:47:38
a000029090,u001112,s00006687,7,clear,59,0,2026-08-16 21:49:18
a000029091,u001112,s00006687,8,clear,56,0,2026-08-16 21:51:43
a000029092,u001112,s00006687,9,fail,104,0,2026-08-16 21:53:39
a000029093,u001112,s00006687,9,clear,152,0,2026-08-16 21:55:48
a000029094,u001112,s00006687,10,clear,48,0,2026-08-16 21:58:13
a000029095,u001112,s00006688,11,clear,109,0,2026-08-17 08:34:05
a000029096,u001112,s00006688,12,clear,115,0,2026-08-17 08:36:31
a000029097,u001112,s00006688,13,fail,153,0,2026-08-17 08:38:27
a000029098,u001112,s00006688,13,fail,35,0,2026-08-17 08:40:54
a000029099,u001112,s00006688,13,clear,134,1,2026-08-17 08:41:56
a000029100,u001112,s00006688,14,fail,104,0,2026-08-17 08:43:09
a000029101,u001112,s00006689,14,clear,177,0,2026-08-17 02:26:37
a000029102,u001112,s00006690,15,fail,84,0,2026-08-16 21:43:32
a000029103,u001112,s00006690,15,clear,163,0,2026-08-16 21:44:44
a000029104,u001113,s00006691,1,clear,54,0,2026-09-01 07:08:39
a000029105,u001113,s00006691,2,clear,136,0,2026-09-01 07:09:42
a000029106,u001113,s00006691,3,clear,139,0,2026-09-01 07:10:27
a000029107,u001114,s00006692,1,clear,154,0,2026-08-21 21:24:30
a000029108,u001114,s00006693,2,clear,134,0,2026-08-21 23:37:06
a000029109,u001114,s00006693,3,clear,118,0,2026-08-21 23:38:14
a000029110,u001114,s00006693,4,clear,51,0,2026-08-21 23:39:36
a000029111,u001114,s00006693,5,fail,171,0,2026-08-21 23:41:28
a000029112,u001115,s00006694,1,clear,44,0,2026-09-05 23:16:44
a000029113,u001115,s00006694,2,clear,38,0,2026-09-05 23:18:05
a000029114,u001115,s00006694,3,clear,76,0,2026-09-05 23:19:26
a000029115,u001115,s00006694,4,fail,114,0,2026-09-05 23:22:01
a000029116,u001115,s00006694,4,fail,107,0,2026-09-05 23:24:21
a000029117,u001115,s00006695,4,fail,180,0,2026-09-06 07:49:11
a000029118,u001115,s00006695,4,fail,148,0,2026-09-06 07:51:06
a000029119,u001115,s00006695,4,clear,111,0,2026-09-06 07:52:40
a000029120,u001115,s00006695,5,clear,58,0,2026-09-06 07:53:47
a000029121,u001115,s00006695,6,clear,128,0,2026-09-06 07:55:10
a000029122,u001116,s00006696,1,clear,110,0,2026-08-31 15:21:03
a000029123,u001116,s00006696,2,clear,77,0,2026-08-31 15:23:14
a000029124,u001116,s00006696,3,clear,63,0,2026-08-31 15:25:46
a000029125,u001116,s00006696,4,clear,125,0,2026-08-31 15:28:26
a000029126,u001116,s00006696,5,clear,126,0,2026-08-31 15:29:15
a000029127,u001116,s00006696,6,clear,71,0,2026-08-31 15:30:20
a000029128,u001116,s00006696,7,clear,72,0,2026-08-31 15:31:27
a000029129,u001116,s00006696,8,clear,176,0,2026-08-31 15:32:20
a000029130,u001116,s00006697,9,clear,42,0,2026-08-31 23:51:34
a000029131,u001116,s00006697,10,fail,97,0,2026-08-31 23:53:13
a000029132,u001116,s00006697,10,clear,72,0,2026-08-31 23:55:26
a000029133,u001116,s00006697,11,clear,146,0,2026-08-31 23:57:10
a000029134,u001116,s00006697,12,fail,39,0,2026-08-31 23:59:40
a000029135,u001116,s00006697,12,fail,88,0,2026-09-01 00:00:25
a000029136,u001116,s00006697,12,clear,136,1,2026-09-01 00:01:23
a000029137,u001116,s00006698,13,fail,109,0,2026-08-31 20:42:59
a000029138,u001116,s00006698,13,clear,43,0,2026-08-31 20:45:10
a000029139,u001116,s00006698,14,fail,171,0,2026-08-31 20:46:10
a000029140,u001116,s00006698,14,clear,107,0,2026-08-31 20:48:41
a000029141,u001116,s00006698,15,clear,116,0,2026-08-31 20:49:49
a000029142,u001116,s00006698,16,fail,89,0,2026-08-31 20:52:03
a000029143,u001116,s00006699,16,clear,38,0,2026-08-31 15:22:07
a000029144,u001116,s00006699,17,clear,116,0,2026-08-31 15:23:57
a000029145,u001116,s00006699,18,fail,93,0,2026-08-31 15:25:12
a000029146,u001116,s00006699,18,fail,129,0,2026-08-31 15:26:45
a000029147,u001116,s00006699,18,fail,162,1,2026-08-31 15:28:42
a000029148,u001116,s00006699,18,fail,154,0,2026-08-31 15:30:30
a000029149,u001116,s00006699,18,clear,58,0,2026-08-31 15:32:35
a000029150,u001116,s00006700,19,clear,127,0,2026-09-01 15:26:54
a000029151,u001116,s00006700,20,clear,168,0,2026-09-01 15:27:57
a000029152,u001116,s00006700,21,clear,172,0,2026-09-01 15:30:12
a000029153,u001116,s00006700,22,fail,92,0,2026-09-01 15:32:13
a000029154,u001116,s00006701,22,clear,97,0,2026-09-02 02:06:26
a000029155,u001116,s00006701,23,fail,173,0,2026-09-02 02:07:39
a000029156,u001116,s00006701,23,fail,124,0,2026-09-02 02:08:38
a000029157,u001116,s00006701,23,clear,61,1,2026-09-02 02:09:27
a000029158,u001116,s00006702,24,fail,56,0,2026-09-02 15:56:27
a000029159,u001116,s00006702,24,clear,45,0,2026-09-02 15:58:03
a000029160,u001116,s00006702,25,fail,148,0,2026-09-02 15:59:08
a000029161,u001116,s00006703,25,fail,82,0,2026-09-03 15:52:57
a000029162,u001116,s00006704,25,fail,88,0,2026-09-03 17:21:46
a000029163,u001116,s00006704,25,fail,131,0,2026-09-03 17:23:09
a000029164,u001116,s00006704,25,clear,68,0,2026-09-03 17:25:41
a000029165,u001116,s00006704,26,clear,74,0,2026-09-03 17:28:03
a000029166,u001116,s00006704,27,fail,41,0,2026-09-03 17:28:56
a000029167,u001116,s00006704,27,fail,145,0,2026-09-03 17:30:54
a000029168,u001116,s00006704,27,fail,94,0,2026-09-03 17:33:30
a000029169,u001116,s00006705,27,clear,84,0,2026-09-04 15:29:17
a000029170,u001116,s00006705,28,clear,55,0,2026-09-04 15:30:05
a000029171,u001116,s00006705,29,clear,138,0,2026-09-04 15:31:12
a000029172,u001116,s00006705,30,fail,153,0,2026-09-04 15:33:09
a000029173,u001116,s00006705,30,clear,62,0,2026-09-04 15:35:21
a000029174,u001116,s00006706,31,fail,63,0,2026-09-04 20:22:18
