ad_view_id,user_id,placement,ts,reward_claimed
ad000003447,u000718,post_fail_reward,2026-09-01 23:23:06,1
ad000003448,u000719,post_fail_reward,2026-09-04 22:47:32,1
ad000003449,u000722,post_fail_reward,2026-09-06 17:58:02,1
ad000003450,u000722,post_fail_reward,2026-09-07 04:28:01,0
ad000003451,u000722,post_fail_reward,2026-09-07 04:29:29,1
ad000003452,u000723,post_fail_reward,2026-08-31 14:34:47,1
ad000003453,u000723,post_fail_reward,2026-08-31 16:14:48,0
ad000003454,u000724,post_fail_reward,2026-08-22 16:23:31,1
ad000003455,u000724,post_fail_reward,2026-08-22 16:30:33,1
ad000003456,u000724,post_fail_reward,2026-08-22 16:35:11,0
ad000003457,u000725,post_fail_reward,2026-08-21 23:25:21,1
ad000003458,u000725,post_fail_reward,2026-08-21 23:26:56,1
ad000003459,u000730,post_fail_reward,2026-08-17 06:38:00,0
ad000003460,u000731,post_fail_reward,2026-08-20 07:27:56,1
ad000003461,u000731,post_fail_reward,2026-08-20 07:21:22,1
ad000003462,u000731,post_fail_reward,2026-08-20 01:39:52,1
ad000003463,u000732,post_fail_reward,2026-08-29 13:25:44,1
ad000003464,u000732,post_fail_reward,2026-08-29 13:27:48,0
ad000003465,u000732,post_fail_reward,2026-08-29 13:31:27,1
ad000003466,u000733,post_fail_reward,2026-09-02 21:44:47,1
ad000003467,u000733,post_fail_reward,2026-09-02 21:16:11,1
ad000003468,u000733,post_fail_reward,2026-09-02 21:22:22,1
ad000003469,u000733,post_fail_reward,2026-09-02 21:30:46,1
ad000003470,u000734,post_fail_reward,2026-09-02 17:45:08,1
ad000003471,u000734,post_fail_reward,2026-09-02 17:47:55,1
ad000003472,u000734,post_fail_reward,2026-09-03 01:20:47,1
ad000003473,u000734,post_fail_reward,2026-09-02 19:22:04,1
ad000003474,u000734,post_fail_reward,2026-09-02 19:28:13,1
ad000003475,u000734,post_fail_reward,2026-09-03 17:27:05,1
ad000003476,u000734,post_fail_reward,2026-09-04 19:23:31,1
ad000003477,u000734,post_fail_reward,2026-09-04 19:27:16,1
ad000003478,u000734,post_fail_reward,2026-09-04 19:04:02,1
ad000003479,u000734,post_fail_reward,2026-09-07 17:54:24,1
ad000003480,u000734,post_fail_reward,2026-09-07 17:57:06,1
ad000003481,u000734,post_fail_reward,2026-09-07 18:06:03,1
ad000003482,u000734,post_fail_reward,2026-09-08 17:29:12,1
ad000003483,u000734,post_fail_reward,2026-09-09 01:28:08,1
ad000003484,u000734,post_fail_reward,2026-09-09 01:31:26,1
ad000003485,u000734,post_fail_reward,2026-09-09 01:33:13,1
ad000003486,u000734,post_fail_reward,2026-09-09 17:35:08,1
ad000003487,u000734,post_fail_reward,2026-09-09 17:37:06,1
ad000003488,u000734,post_fail_reward,2026-09-09 19:18:31,1
ad000003489,u000734,post_fail_reward,2026-09-09 19:22:31,1
ad000003490,u000734,post_fail_reward,2026-09-11 17:29:47,1
ad000003491,u000734,post_fail_reward,2026-09-11 17:30:46,1
ad000003492,u000734,post_fail_reward,2026-09-13 22:31:14,1
ad000003493,u000734,post_fail_reward,2026-09-13 22:35:29,1
ad000003494,u000734,post_fail_reward,2026-09-13 22:40:29,1
ad000003495,u000735,post_fail_reward,2026-09-07 01:14:47,1
ad000003496,u000737,post_fail_reward,2026-09-05 15:05:36,1
ad000003497,u000737,post_fail_reward,2026-09-05 15:10:44,1
ad000003498,u000738,post_fail_reward,2026-08-31 19:33:53,1
ad000003499,u000738,post_fail_reward,2026-09-02 03:06:45,1
ad000003500,u000738,post_fail_reward,2026-09-02 19:58:28,1
ad000003501,u000738,post_fail_reward,2026-09-02 20:02:30,1
ad000003502,u000738,post_fail_reward,2026-09-03 19:51:25,1
ad000003503,u000738,post_fail_reward,2026-09-03 19:54:30,1
ad000003504,u000738,post_fail_reward,2026-09-04 19:49:03,1
ad000003505,u000738,post_fail_reward,2026-09-04 19:56:39,1
ad000003506,u000738,post_fail_reward,2026-09-05 19:33:10,1
ad000003507,u000738,post_fail_reward,2026-09-05 19:35:24,1
ad000003508,u000738,post_fail_reward,2026-09-05 19:37:23,1
ad000003509,u000738,post_fail_reward,2026-09-06 20:00:16,1
ad000003510,u000738,post_fail_reward,2026-09-06 20:04:38,1
ad000003511,u000738,post_fail_reward,2026-09-06 20:07:58,1
ad000003512,u000738,post_fail_reward,2026-09-06 20:10:18,1
ad000003513,u000738,post_fail_reward,2026-09-07 03:27:29,1
ad000003514,u000738,post_fail_reward,2026-09-07 03:34:02,1
ad000003515,u000738,post_fail_reward,2026-09-07 03:40:50,1
ad000003516,u000739,post_fail_reward,2026-09-02 14:18:52,1
ad000003517,u000740,post_fail_reward,2026-08-19 21:38:01,1
ad000003518,u000740,post_fail_reward,2026-08-19 21:27:37,1
ad000003519,u000740,post_fail_reward,2026-08-20 21:37:13,1
ad000003520,u000740,post_fail_reward,2026-08-20 21:40:36,1
ad000003521,u000740,post_fail_reward,2026-08-22 08:56:20,1
ad000003522,u000740,post_fail_reward,2026-08-22 22:02:42,1
ad000003523,u000740,post_fail_reward,2026-08-23 21:39:02,1
ad000003524,u000740,post_fail_reward,2026-08-24 05:38:49,1
ad000003525,u000740,post_fail_reward,2026-08-24 05:41:03,1
ad000003526,u000740,post_fail_reward,2026-08-23 21:32:25,1
ad000003527,u000740,post_fail_reward,2026-08-24 23:41:14,1
ad000003528,u000740,post_fail_reward,2026-08-25 21:16:48,1
ad000003529,u000740,post_fail_reward,2026-08-26 02:23:22,0
ad000003530,u000740,post_fail_reward,2026-08-26 21:25:07,1
ad000003531,u000740,post_fail_reward,2026-08-26 21:30:27,1
ad000003532,u000740,post_fail_reward,2026-08-26 21:34:07,1
ad000003533,u000740,post_fail_reward,2026-08-27 21:33:44,1
ad000003534,u000740,post_fail_reward,2026-08-27 21:35:11,1
ad000003535,u000740,post_fail_reward,2026-08-28 21:40:48,0
ad000003536,u000740,post_fail_reward,2026-08-28 21:42:14,1
ad000003537,u000740,post_fail_reward,2026-08-28 21:45:36,1
ad000003538,u000740,post_fail_reward,2026-08-31 21:47:17,1
ad000003539,u000740,post_fail_reward,2026-08-31 21:50:00,1
ad000003540,u000740,post_fail_reward,2026-08-31 23:37:16,1
ad000003541,u000740,post_fail_reward,2026-09-02 21:08:16,0
ad000003542,u000740,post_fail_reward,2026-09-02 21:09:16,1
ad000003543,u000740,post_fail_reward,2026-09-03 02:57:30,1
ad000003544,u000740,post_fail_reward,2026-09-03 02:59:04,1
ad000003545,u000740,post_fail_reward,2026-09-03 03:01:28,1
ad000003546,u000740,post_fail_reward,2026-09-03 21:34:53,1
ad000003547,u000740,post_fail_reward,2026-09-03 23:17:59,1
ad000003548,u000740,post_fail_reward,2026-09-03 23:20:36,1
ad000003549,u000740,post_fail_reward,2026-09-03 23:43:16,1
ad000003550,u000740,post_fail_reward,2026-09-03 23:45:36,1
ad000003551,u000740,post_fail_reward,2026-09-03 23:48:15,1
ad000003552,u000740,post_fail_reward,2026-09-04 21:09:51,1
ad000003553,u000740,post_fail_reward,2026-09-06 06:02:29,1
ad000003554,u000740,post_fail_reward,2026-09-08 21:47:51,1
ad000003555,u000740,post_fail_reward,2026-09-08 21:50:09,1
ad000003556,u000740,post_fail_reward,2026-09-09 21:58:35,1
ad000003557,u000740,post_fail_reward,2026-09-09 22:00:39,1
ad000003558,u000740,post_fail_reward,2026-09-10 02:53:21,1
ad000003559,u000740,post_fail_reward,2026-09-11 21:41:43,1
ad000003560,u000740,post_fail_reward,2026-09-11 21:46:18,1
ad000003561,u000740,post_fail_reward,2026-09-11 21:47:12,1
ad000003562,u000740,post_fail_reward,2026-09-11 22:03:07,1
ad000003563,u000740,post_fail_reward,2026-09-11 22:05:33,1
ad000003564,u000740,post_fail_reward,2026-09-11 22:07:49,1
ad000003565,u000740,post_fail_reward,2026-09-12 21:05:00,1
ad000003566,u000740,post_fail_reward,2026-09-13 02:11:48,1
ad000003567,u000740,post_fail_reward,2026-09-12 21:19:28,0
ad000003568,u000740,post_fail_reward,2026-09-13 21:31:32,1
ad000003569,u000741,post_fail_reward,2026-08-15 18:56:55,1
ad000003570,u000741,post_fail_reward,2026-08-17 07:21:35,1
ad000003571,u000741,post_fail_reward,2026-08-17 07:23:58,0
ad000003572,u000741,post_fail_reward,2026-08-17 07:36:00,1
ad000003573,u000741,post_fail_reward,2026-08-17 07:37:00,1
ad000003574,u000741,post_fail_reward,2026-08-17 07:41:49,1
ad000003575,u000741,post_fail_reward,2026-08-18 07:53:28,1
ad000003576,u000741,post_fail_reward,2026-08-18 07:55:51,1
ad000003577,u000743,post_fail_reward,2026-09-02 13:11:41,1
ad000003578,u000743,post_fail_reward,2026-09-03 00:27:21,1
ad000003579,u000745,post_fail_reward,2026-08-23 02:43:00,1
ad000003580,u000745,post_fail_reward,2026-08-24 18:10:25,0
ad000003581,u000745,post_fail_reward,2026-08-25 18:50:06,1
ad000003582,u000745,post_fail_reward,2026-08-25 23:59:24,1
ad000003583,u000745,post_fail_reward,2026-08-26 00:00:55,1
ad000003584,u000745,post_fail_reward,2026-08-27 02:34:37,1
ad000003585,u000745,post_fail_reward,2026-08-27 18:09:48,1
ad000003586,u000745,post_fail_reward,2026-08-27 23:32:04,0
ad000003587,u000745,post_fail_reward,2026-08-28 18:47:47,0
ad000003588,u000745,post_fail_reward,2026-08-29 02:21:14,1
ad000003589,u000745,post_fail_reward,2026-08-29 02:23:40,0
ad000003590,u000745,post_fail_reward,2026-08-29 02:27:15,0
ad000003591,u000745,post_fail_reward,2026-08-29 18:45:13,1
ad000003592,u000745,post_fail_reward,2026-08-29 18:31:43,1
ad000003593,u000745,post_fail_reward,2026-08-29 18:33:17,1
ad000003594,u000745,post_fail_reward,2026-08-30 18:51:13,1
ad000003595,u000745,post_fail_reward,2026-08-30 18:52:05,0
ad000003596,u000745,post_fail_reward,2026-08-30 18:53:06,1
ad000003597,u000746,post_fail_reward,2026-08-17 11:27:14,1
ad000003598,u000746,post_fail_reward,2026-08-17 11:35:08,1
ad000003599,u000746,post_fail_reward,2026-08-18 11:43:30,1
ad000003600,u000747,post_fail_reward,2026-09-02 02:57:45,0
ad000003601,u000747,post_fail_reward,2026-09-02 05:42:03,1
ad000003602,u000747,post_fail_reward,2026-09-02 21:16:27,1
ad000003603,u000747,post_fail_reward,2026-09-03 21:54:41,0
ad000003604,u000747,post_fail_reward,2026-09-03 21:57:07,0
ad000003605,u000747,post_fail_reward,2026-09-05 21:55:25,1
ad000003606,u000747,post_fail_reward,2026-09-05 21:57:45,1
ad000003607,u000747,post_fail_reward,2026-09-06 21:12:55,1
ad000003608,u000747,post_fail_reward,2026-09-06 21:14:29,1
ad000003609,u000747,post_fail_reward,2026-09-06 21:20:15,1
ad000003610,u000747,post_fail_reward,2026-09-08 21:04:31,1
ad000003611,u000747,post_fail_reward,2026-09-09 22:00:42,1
ad000003612,u000747,post_fail_reward,2026-09-10 02:22:30,1
ad000003613,u000747,post_fail_reward,2026-09-10 21:26:19,1
ad000003614,u000747,post_fail_reward,2026-09-10 21:30:24,1
ad000003615,u000747,post_fail_reward,2026-09-11 21:22:10,1
ad000003616,u000747,post_fail_reward,2026-09-11 21:24:39,1
ad000003617,u000747,post_fail_reward,2026-09-12 21:14:55,0
ad000003618,u000747,post_fail_reward,2026-09-12 21:38:38,0
ad000003619,u000747,post_fail_reward,2026-09-12 21:43:42,1
ad000003620,u000747,post_fail_reward,2026-09-13 21:32:50,1
ad000003621,u000749,post_fail_reward,2026-08-25 08:46:00,1
ad000003622,u000750,post_fail_reward,2026-08-15 23:26:31,1
ad000003623,u000750,post_fail_reward,2026-08-17 23:08:03,1
ad000003624,u000751,post_fail_reward,2026-08-24 23:46:32,1
ad000003625,u000752,post_fail_reward,2026-09-03 23:29:21,1
ad000003626,u000752,post_fail_reward,2026-09-03 23:33:11,1
ad000003627,u000752,post_fail_reward,2026-09-03 17:25:54,1
ad000003628,u000752,post_fail_reward,2026-09-03 17:26:57,1
ad000003629,u000752,post_fail_reward,2026-09-03 17:32:42,1
ad000003630,u000752,post_fail_reward,2026-09-03 17:38:52,1
ad000003631,u000754,post_fail_reward,2026-08-18 09:09:07,1
ad000003632,u000755,post_fail_reward,2026-08-17 00:43:53,1
ad000003633,u000755,post_fail_reward,2026-08-17 00:48:18,1
ad000003634,u000757,post_fail_reward,2026-08-16 21:57:44,1
ad000003635,u000757,post_fail_reward,2026-08-16 21:59:43,1
ad000003636,u000759,post_fail_reward,2026-08-19 18:52:11,1
ad000003637,u000759,post_fail_reward,2026-08-20 17:08:37,1
ad000003638,u000759,post_fail_reward,2026-08-21 00:42:00,1
ad000003639,u000760,post_fail_reward,2026-08-26 12:56:53,1
ad000003640,u000760,post_fail_reward,2026-08-27 17:36:18,1
ad000003641,u000760,post_fail_reward,2026-08-28 12:23:11,1
ad000003642,u000760,post_fail_reward,2026-08-28 23:17:26,1
ad000003643,u000760,post_fail_reward,2026-08-28 17:29:53,1
ad000003644,u000760,post_fail_reward,2026-08-29 12:53:40,1
ad000003645,u000760,post_fail_reward,2026-08-29 17:38:07,0
ad000003646,u000760,post_fail_reward,2026-08-29 17:43:08,1
ad000003647,u000760,post_fail_reward,2026-08-29 20:09:55,0
ad000003648,u000760,post_fail_reward,2026-08-30 12:22:04,1
ad000003649,u000760,post_fail_reward,2026-08-30 12:26:06,1
ad000003650,u000760,post_fail_reward,2026-08-30 12:28:01,1
ad000003651,u000760,post_fail_reward,2026-08-30 12:32:12,1
ad000003652,u000760,post_fail_reward,2026-08-31 17:02:50,0
ad000003653,u000760,post_fail_reward,2026-08-31 17:08:37,1
ad000003654,u000760,post_fail_reward,2026-08-31 17:09:39,1
ad000003655,u000760,post_fail_reward,2026-09-01 12:22:19,1
ad000003656,u000760,post_fail_reward,2026-09-01 12:24:32,0
ad000003657,u000760,post_fail_reward,2026-09-01 12:25:27,1
ad000003658,u000760,post_fail_reward,2026-09-01 12:28:00,1
ad000003659,u000761,post_fail_reward,2026-09-01 08:53:12,1
ad000003660,u000761,post_fail_reward,2026-09-03 08:47:43,1
ad000003661,u000761,post_fail_reward,2026-09-04 08:51:17,1
ad000003662,u000761,post_fail_reward,2026-09-05 09:00:27,1
ad000003663,u000761,post_fail_reward,2026-09-05 16:12:47,1
ad000003664,u000762,post_fail_reward,2026-08-15 21:58:09,1
ad000003665,u000762,post_fail_reward,2026-08-15 22:09:05,1
ad000003666,u000762,post_fail_reward,2026-08-17 16:11:09,1
ad000003667,u000762,post_fail_reward,2026-08-18 16:59:02,1
ad000003668,u000762,post_fail_reward,2026-08-18 16:59:47,1
ad000003669,u000762,post_fail_reward,2026-08-18 17:03:05,1
ad000003670,u000762,post_fail_reward,2026-08-18 17:07:22,1
ad000003671,u000762,post_fail_reward,2026-08-19 17:00:02,0
ad000003672,u000762,post_fail_reward,2026-08-20 16:25:14,1
ad000003673,u000762,post_fail_reward,2026-08-20 16:28:45,1
ad000003674,u000762,post_fail_reward,2026-08-20 18:49:24,1
ad000003675,u000762,post_fail_reward,2026-08-21 16:47:36,1
ad000003676,u000762,post_fail_reward,2026-08-21 16:52:47,1
ad000003677,u000762,post_fail_reward,2026-08-21 16:54:47,1
ad000003678,u000762,post_fail_reward,2026-08-22 16:44:45,1
ad000003679,u000762,post_fail_reward,2026-08-22 16:49:18,1
ad000003680,u000762,post_fail_reward,2026-08-23 16:58:24,1
ad000003681,u000762,post_fail_reward,2026-08-24 00:42:04,1
ad000003682,u000762,post_fail_reward,2026-08-24 00:45:06,0
ad000003683,u000762,post_fail_reward,2026-08-24 16:58:24,1
ad000003684,u000762,post_fail_reward,2026-08-24 17:02:01,1
ad000003685,u000762,post_fail_reward,2026-08-24 17:06:05,1
ad000003686,u000762,post_fail_reward,2026-08-25 16:10:38,1
ad000003687,u000762,post_fail_reward,2026-08-25 16:13:10,1
ad000003688,u000762,post_fail_reward,2026-08-25 16:18:35,1
ad000003689,u000763,post_fail_reward,2026-09-01 01:42:31,1
ad000003690,u000763,post_fail_reward,2026-09-01 23:44:08,1
ad000003691,u000763,post_fail_reward,2026-09-01 23:45:12,1
ad000003692,u000764,post_fail_reward,2026-08-19 03:34:30,1
ad000003693,u000766,post_fail_reward,2026-08-23 01:39:17,1
ad000003694,u000766,post_fail_reward,2026-08-23 04:56:35,1
ad000003695,u000768,post_fail_reward,2026-09-05 20:52:59,1
ad000003696,u000769,post_fail_reward,2026-08-31 00:01:13,1
ad000003697,u000769,post_fail_reward,2026-08-31 00:09:27,1
ad000003698,u000769,post_fail_reward,2026-08-31 23:50:59,0
ad000003699,u000769,post_fail_reward,2026-09-01 01:46:09,1
ad000003700,u000769,post_fail_reward,2026-09-01 01:50:09,1
ad000003701,u000769,post_fail_reward,2026-09-01 23:57:47,0
ad000003702,u000769,post_fail_reward,2026-09-02 00:00:19,1
ad000003703,u000769,post_fail_reward,2026-09-02 00:01:55,1
ad000003704,u000769,post_fail_reward,2026-09-02 00:02:44,1
ad000003705,u000769,post_fail_reward,2026-09-02 10:43:23,1
ad000003706,u000769,post_fail_reward,2026-09-02 23:30:41,1
ad000003707,u000769,post_fail_reward,2026-09-02 23:45:32,1
ad000003708,u000769,post_fail_reward,2026-09-02 23:47:59,1
ad000003709,u000769,post_fail_reward,2026-09-03 23:47:31,1
ad000003710,u000769,post_fail_reward,2026-09-03 23:50:56,1
ad000003711,u000769,post_fail_reward,2026-09-04 07:33:09,1
ad000003712,u000769,post_fail_reward,2026-09-04 07:35:11,0
ad000003713,u000769,post_fail_reward,2026-09-04 07:37:35,1
ad000003714,u000769,post_fail_reward,2026-09-04 23:11:02,1
ad000003715,u000769,post_fail_reward,2026-09-04 23:13:33,1
ad000003716,u000769,post_fail_reward,2026-09-04 23:14:18,1
ad000003717,u000769,post_fail_reward,2026-09-04 23:17:05,1
ad000003718,u000769,post_fail_reward,2026-09-05 04:36:06,1
ad000003719,u000769,post_fail_reward,2026-09-05 04:37:19,1
ad000003720,u000769,post_fail_reward,2026-09-05 07:52:29,1
ad000003721,u000769,post_fail_reward,2026-09-05 07:54:54,0
ad000003722,u000769,post_fail_reward,2026-09-05 07:56:04,1
ad000003723,u000769,post_fail_reward,2026-09-05 08:01:30,1
ad000003724,u000769,post_fail_reward,2026-09-05 23:47:16,1
ad000003725,u000769,post_fail_reward,2026-09-05 23:48:42,1
ad000003726,u000769,post_fail_reward,2026-09-06 07:57:50,1
ad000003727,u000769,post_fail_reward,2026-09-06 08:03:39,1
ad000003728,u000769,post_fail_reward,2026-09-06 08:05:24,1
ad000003729,u000769,post_fail_reward,2026-09-06 23:21:15,0
ad000003730,u000769,post_fail_reward,2026-09-06 23:25:34,1
ad000003731,u000769,post_fail_reward,2026-09-06 23:40:26,1
ad000003732,u000769,post_fail_reward,2026-09-07 23:44:59,1
ad000003733,u000769,post_fail_reward,2026-09-08 23:22:53,0
ad000003734,u000769,post_fail_reward,2026-09-08 23:30:24,1
ad000003735,u000769,post_fail_reward,2026-09-09 04:55:36,1
ad000003736,u000769,post_fail_reward,2026-09-09 04:57:13,1
ad000003737,u000769,post_fail_reward,2026-09-09 05:03:03,1
ad000003738,u000769,post_fail_reward,2026-09-09 23:23:44,1
ad000003739,u000769,post_fail_reward,2026-09-09 23:26:55,0
ad000003740,u000769,post_fail_reward,2026-09-10 07:52:49,0
ad000003741,u000769,post_fail_reward,2026-09-09 23:14:26,0
ad000003742,u000769,post_fail_reward,2026-09-10 23:51:16,1
ad000003743,u000769,post_fail_reward,2026-09-11 10:52:15,1
ad000003744,u000769,post_fail_reward,2026-09-12 10:26:17,1
ad000003745,u000769,post_fail_reward,2026-09-12 07:59:59,1
ad000003746,u000769,post_fail_reward,2026-09-12 08:04:15,1
ad000003747,u000769,post_fail_reward,2026-09-12 23:42:11,1
ad000003748,u000769,post_fail_reward,2026-09-12 23:46:18,0
ad000003749,u000769,post_fail_reward,2026-09-13 00:01:34,1
ad000003750,u000769,post_fail_reward,2026-09-13 23:16:14,1
ad000003751,u000770,post_fail_reward,2026-09-05 11:33:09,1
ad000003752,u000770,post_fail_reward,2026-09-05 11:36:31,1
ad000003753,u000770,post_fail_reward,2026-09-05 11:41:52,1
ad000003754,u000770,post_fail_reward,2026-09-06 09:58:01,1
ad000003755,u000770,post_fail_reward,2026-09-06 09:59:57,1
ad000003756,u000770,post_fail_reward,2026-09-06 10:00:42,1
ad000003757,u000770,post_fail_reward,2026-09-06 10:02:32,0
ad000003758,u000770,post_fail_reward,2026-09-07 09:21:40,1
ad000003759,u000770,post_fail_reward,2026-09-07 09:24:15,1
ad000003760,u000770,post_fail_reward,2026-09-07 17:56:46,1
ad000003761,u000770,post_fail_reward,2026-09-07 17:59:03,1
ad000003762,u000770,post_fail_reward,2026-09-07 18:00:34,1
ad000003763,u000770,post_fail_reward,2026-09-07 18:05:00,1
ad000003764,u000770,post_fail_reward,2026-09-09 09:10:56,0
ad000003765,u000770,post_fail_reward,2026-09-09 09:13:31,1
ad000003766,u000770,post_fail_reward,2026-09-10 09:42:55,1
ad000003767,u000770,post_fail_reward,2026-09-10 14:36:04,1
ad000003768,u000770,post_fail_reward,2026-09-10 14:42:27,1
ad000003769,u000770,post_fail_reward,2026-09-12 09:12:49,1
ad000003770,u000770,post_fail_reward,2026-09-13 14:34:40,1
ad000003771,u000770,post_fail_reward,2026-09-13 17:33:16,1
ad000003772,u000770,post_fail_reward,2026-09-13 17:37:58,1
ad000003773,u000771,post_fail_reward,2026-08-19 13:22:06,1
ad000003774,u000771,post_fail_reward,2026-08-19 13:23:27,1
ad000003775,u000772,post_fail_reward,2026-08-21 15:56:03,1
ad000003776,u000772,post_fail_reward,2026-08-21 15:58:58,1
ad000003777,u000772,post_fail_reward,2026-08-23 15:23:58,0
ad000003778,u000772,post_fail_reward,2026-08-24 15:43:53,1
ad000003779,u000772,post_fail_reward,2026-08-24 15:45:39,1
ad000003780,u000772,post_fail_reward,2026-08-24 15:46:34,1
ad000003781,u000772,post_fail_reward,2026-08-25 02:20:59,1
ad000003782,u000772,post_fail_reward,2026-08-24 15:11:03,1
ad000003783,u000772,post_fail_reward,2026-08-27 15:54:23,1
ad000003784,u000772,post_fail_reward,2026-08-28 15:24:31,1
ad000003785,u000772,post_fail_reward,2026-08-28 15:25:49,1
ad000003786,u000772,post_fail_reward,2026-08-29 15:19:39,1
ad000003787,u000772,post_fail_reward,2026-08-29 23:57:22,1
ad000003788,u000772,post_fail_reward,2026-08-30 15:19:00,1
ad000003789,u000772,post_fail_reward,2026-08-31 23:14:00,1
ad000003790,u000772,post_fail_reward,2026-09-01 15:45:55,1
ad000003791,u000772,post_fail_reward,2026-09-01 15:51:24,1
ad000003792,u000772,post_fail_reward,2026-09-03 20:21:34,1
ad000003793,u000772,post_fail_reward,2026-09-03 20:25:20,1
ad000003794,u000772,post_fail_reward,2026-09-04 15:59:26,0
ad000003795,u000772,post_fail_reward,2026-09-04 20:16:38,1
ad000003796,u000772,post_fail_reward,2026-09-06 15:08:54,1
ad000003797,u000772,post_fail_reward,2026-09-06 15:40:22,1
ad000003798,u000772,post_fail_reward,2026-09-06 15:44:53,1
ad000003799,u000772,post_fail_reward,2026-09-06 17:51:41,0
ad000003800,u000773,post_fail_reward,2026-09-06 10:17:51,1
ad000003801,u000773,post_fail_reward,2026-09-07 11:01:12,1
ad000003802,u000773,post_fail_reward,2026-09-07 12:22:32,1
ad000003803,u000773,post_fail_reward,2026-09-08 18:54:10,1
ad000003804,u000773,post_fail_reward,2026-09-08 18:56:00,1
ad000003805,u000773,post_fail_reward,2026-09-09 10:27:47,1
ad000003806,u000773,post_fail_reward,2026-09-09 10:35:31,1
ad000003807,u000773,post_fail_reward,2026-09-09 10:39:49,1
ad000003808,u000773,post_fail_reward,2026-09-09 10:43:42,1
ad000003809,u000773,post_fail_reward,2026-09-13 10:21:14,1
ad000003810,u000773,post_fail_reward,2026-09-13 11:00:05,0
ad000003811,u000774,post_fail_reward,2026-09-04 13:03:31,1
ad000003812,u000776,post_fail_reward,2026-08-21 17:34:57,1
ad000003813,u000777,post_fail_reward,2026-08-31 10:22:59,1
ad000003814,u000778,post_fail_reward,2026-09-02 04:34:25,1
ad000003815,u000778,post_fail_reward,2026-09-02 20:43:58,1
ad000003816,u000778,post_fail_reward,2026-09-02 20:45:03,1
ad000003817,u000778,post_fail_reward,2026-09-03 01:09:38,1
ad000003818,u000778,post_fail_reward,2026-09-03 20:24:37,1
ad000003819,u000778,post_fail_reward,2026-09-04 20:05:39,1
ad000003820,u000778,post_fail_reward,2026-09-05 20:47:54,0
ad000003821,u000778,post_fail_reward,2026-09-05 20:49:44,1
ad000003822,u000778,post_fail_reward,2026-09-05 20:56:11,1
ad000003823,u000778,post_fail_reward,2026-09-05 21:01:06,1
ad000003824,u000778,post_fail_reward,2026-09-05 21:01:54,1
ad000003825,u000778,post_fail_reward,2026-09-06 08:01:00,1
ad000003826,u000778,post_fail_reward,2026-09-06 20:13:17,0
ad000003827,u000778,post_fail_reward,2026-09-06 20:14:25,1
ad000003828,u000778,post_fail_reward,2026-09-07 20:54:19,0
ad000003829,u000778,post_fail_reward,2026-09-07 20:58:30,1
ad000003830,u000780,post_fail_reward,2026-08-16 09:24:15,1
ad000003831,u000780,post_fail_reward,2026-08-18 07:17:23,1
ad000003832,u000780,post_fail_reward,2026-08-19 07:11:50,1
ad000003833,u000780,post_fail_reward,2026-08-19 09:35:37,1
ad000003834,u000780,post_fail_reward,2026-08-19 09:38:56,1
ad000003835,u000780,post_fail_reward,2026-08-20 18:05:59,1
ad000003836,u000782,post_fail_reward,2026-09-03 17:42:29,1
ad000003837,u000782,post_fail_reward,2026-09-03 17:52:57,1
ad000003838,u000782,post_fail_reward,2026-09-05 17:59:30,0
ad000003839,u000782,post_fail_reward,2026-09-05 18:01:53,0
ad000003840,u000782,post_fail_reward,2026-09-05 18:03:23,1
ad000003841,u000782,post_fail_reward,2026-09-06 01:49:32,1
ad000003842,u000782,post_fail_reward,2026-09-06 17:16:11,1
ad000003843,u000782,post_fail_reward,2026-09-06 19:49:14,1
ad000003844,u000782,post_fail_reward,2026-09-06 19:47:41,0
ad000003845,u000782,post_fail_reward,2026-09-07 17:13:04,1
ad000003846,u000782,post_fail_reward,2026-09-08 17:14:57,0
ad000003847,u000782,post_fail_reward,2026-09-08 17:17:11,1
ad000003848,u000782,post_fail_reward,2026-09-09 22:49:59,1
ad000003849,u000782,post_fail_reward,2026-09-09 23:02:13,1
ad000003850,u000782,post_fail_reward,2026-09-09 23:03:00,1
ad000003851,u000782,post_fail_reward,2026-09-12 17:40:08,1
ad000003852,u000783,post_fail_reward,2026-08-29 16:20:31,1
ad000003853,u000784,post_fail_reward,2026-08-25 07:54:16,1
ad000003854,u000785,post_fail_reward,2026-09-03 18:46:58,1
ad000003855,u000785,post_fail_reward,2026-09-03 23:40:46,1
ad000003856,u000785,post_fail_reward,2026-09-03 23:41:53,1
ad000003857,u000785,post_fail_reward,2026-09-04 19:05:20,1
ad000003858,u000785,post_fail_reward,2026-09-04 23:21:08,1
ad000003859,u000785,post_fail_reward,2026-09-05 23:33:50,1
ad000003860,u000785,post_fail_reward,2026-09-05 23:38:47,0
ad000003861,u000785,post_fail_reward,2026-09-06 18:44:12,1
ad000003862,u000785,post_fail_reward,2026-09-06 18:48:09,1
ad000003863,u000785,post_fail_reward,2026-09-07 18:10:29,1
ad000003864,u000785,post_fail_reward,2026-09-08 18:53:17,0
ad000003865,u000785,post_fail_reward,2026-09-09 05:47:59,1
ad000003866,u000785,post_fail_reward,2026-09-10 20:55:43,1
ad000003867,u000785,post_fail_reward,2026-09-10 20:06:02,1
ad000003868,u000785,post_fail_reward,2026-09-11 18:14:28,1
ad000003869,u000785,post_fail_reward,2026-09-11 18:17:14,1
