purchase_id,user_id,product_id,product_type,price_krw,ts,level_at_purchase
p0000398,u004645,continue_1,continue,1200,2026-09-09 09:36:07,83
p0000399,u004677,coin_small,currency,5500,2026-08-18 21:34:35,3
p0000400,u004804,booster_5,booster,3300,2026-09-09 23:45:34,64
p0000401,u004813,booster_5,booster,3300,2026-09-03 13:54:11,23
p0000402,u004948,booster_5,booster,3300,2026-08-17 04:36:38,14
p0000403,u004948,booster_5,booster,3300,2026-08-17 20:29:51,19
p0000404,u004955,booster_5,booster,3300,2026-09-03 07:26:20,32
p0000405,u004955,booster_5,booster,3300,2026-09-04 18:46:09,39
p0000406,u004955,coin_large,currency,22000,2026-09-13 07:49:14,71
p0000407,u004955,booster_5,booster,3300,2026-09-13 15:42:44,72
p0000408,u004957,booster_5,booster,3300,2026-08-28 04:22:50,61
p0000409,u004968,continue_1,continue,1200,2026-08-20 19:05:47,12
p0000410,u004968,booster_5,booster,3300,2026-08-21 01:17:26,14
p0000411,u005002,coin_small,currency,5500,2026-08-25 08:15:53,15
p0000412,u005009,booster_5,booster,3300,2026-09-09 09:47:12,56
p0000413,u005025,booster_5,booster,3300,2026-09-11 23:00:58,71
p0000414,u005025,booster_5,booster,3300,2026-09-13 14:10:05,82
p0000415,u005034,coin_small,currency,5500,2026-08-23 01:40:14,8
p0000416,u005034,coin_large,currency,22000,2026-08-23 17:40:58,12
p0000417,u005034,continue_1,continue,1200,2026-08-26 19:51:08,34
p0000418,u005061,continue_1,continue,1200,2026-09-10 12:36:23,51
p0000419,u005067,continue_1,continue,1200,2026-09-13 22:39:04,58
p0000420,u005080,coin_large,currency,22000,2026-08-22 08:11:59,15
p0000421,u005090,continue_1,continue,1200,2026-09-05 00:19:57,25
p0000422,u005090,remove_ads,utility,11000,2026-09-06 00:22:27,29
p0000423,u005122,continue_1,continue,1200,2026-08-27 20:47:31,9
p0000424,u005148,continue_1,continue,1200,2026-09-03 01:55:37,7
p0000425,u005164,remove_ads,utility,11000,2026-08-25 12:19:34,30
p0000426,u005196,booster_5,booster,3300,2026-09-10 14:58:25,66
p0000427,u005210,coin_small,currency,5500,2026-09-02 21:16:26,32
p0000428,u005210,coin_small,currency,5500,2026-09-11 05:39:20,51
p0000429,u005210,remove_ads,utility,11000,2026-09-11 21:22:23,52
p0000430,u005255,coin_small,currency,5500,2026-09-09 17:30:52,32
p0000431,u005255,coin_small,currency,5500,2026-09-12 17:11:11,48
p0000432,u005259,remove_ads,utility,11000,2026-09-04 16:47:00,34
p0000433,u005278,continue_1,continue,1200,2026-08-27 10:10:15,23
p0000434,u005317,continue_1,continue,1200,2026-09-07 07:04:39,13
p0000435,u005343,continue_1,continue,1200,2026-08-26 19:13:33,9
p0000436,u005343,coin_large,currency,22000,2026-08-28 20:08:52,17
p0000437,u005343,coin_large,currency,22000,2026-08-29 00:10:59,18
p0000438,u005343,coin_large,currency,22000,2026-08-29 00:14:36,19
p0000439,u005343,booster_5,booster,3300,2026-08-29 19:20:59,20
p0000440,u005343,booster_5,booster,3300,2026-08-31 01:04:24,27
p0000441,u005343,remove_ads,utility,11000,2026-08-30 19:39:23,27
p0000442,u005343,continue_1,continue,1200,2026-09-01 01:01:08,34
p0000443,u005343,coin_large,currency,22000,2026-09-02 01:00:32,38
p0000444,u005377,booster_5,booster,3300,2026-08-16 08:23:58,9
p0000445,u005398,booster_5,booster,3300,2026-08-30 18:37:36,31
p0000446,u005398,remove_ads,utility,11000,2026-09-10 16:07:09,70
p0000447,u005405,continue_1,continue,1200,2026-08-30 13:00:41,26
p0000448,u005405,continue_1,continue,1200,2026-08-31 12:45:51,37
p0000449,u005426,continue_1,continue,1200,2026-09-01 15:41:19,15
p0000450,u005480,remove_ads,utility,11000,2026-09-11 03:39:05,52
p0000451,u005489,continue_1,continue,1200,2026-09-13 21:45:48,26
p0000452,u005567,booster_5,booster,3300,2026-09-04 20:16:50,36
p0000453,u005567,continue_1,continue,1200,2026-09-07 20:57:34,53
p0000454,u005626,continue_1,continue,1200,2026-08-31 11:28:06,5
p0000455,u005626,coin_small,currency,5500,2026-09-03 16:26:33,21
p0000456,u005641,booster_5,booster,3300,2026-08-26 10:25:03,11
p0000457,u005661,continue_1,continue,1200,2026-08-27 16:17:13,22
p0000458,u005682,booster_5,booster,3300,2026-09-03 19:04:28,29
p0000459,u005682,booster_5,booster,3300,2026-09-07 05:18:24,47
p0000460,u005682,booster_5,booster,3300,2026-09-07 05:19:18,47
p0000461,u005682,continue_1,continue,1200,2026-09-09 05:57:14,57
p0000462,u005682,coin_small,currency,5500,2026-09-11 05:57:06,62
p0000463,u005697,continue_1,continue,1200,2026-09-02 09:28:22,38
p0000464,u005697,booster_5,booster,3300,2026-09-10 09:38:05,59
p0000465,u005699,booster_5,booster,3300,2026-09-02 13:36:11,56
p0000466,u005710,continue_1,continue,1200,2026-08-29 18:18:52,7
p0000467,u005710,coin_small,currency,5500,2026-09-05 23:48:24,58
p0000468,u005710,continue_1,continue,1200,2026-09-06 02:53:31,62
p0000469,u005740,continue_1,continue,1200,2026-08-28 11:33:43,10
p0000470,u005743,remove_ads,utility,11000,2026-09-04 13:39:31,7
p0000471,u005749,booster_5,booster,3300,2026-09-02 23:37:46,12
p0000472,u005749,coin_large,currency,22000,2026-09-05 23:10:03,21
p0000473,u005749,coin_small,currency,5500,2026-09-06 10:38:55,24
p0000474,u005749,continue_1,continue,1200,2026-09-06 23:05:52,27
p0000475,u005749,booster_5,booster,3300,2026-09-07 23:56:30,33
p0000476,u005760,continue_1,continue,1200,2026-09-04 00:29:26,32
p0000477,u005760,booster_5,booster,3300,2026-09-04 22:08:21,43
p0000478,u005780,booster_5,booster,3300,2026-08-27 21:39:15,53
p0000479,u005791,continue_1,continue,1200,2026-09-12 07:56:29,51
p0000480,u005847,continue_1,continue,1200,2026-09-07 09:58:33,68
p0000481,u005852,booster_5,booster,3300,2026-08-21 13:08:27,9
p0000482,u005873,booster_5,booster,3300,2026-09-06 10:35:36,15
p0000483,u005896,remove_ads,utility,11000,2026-09-12 19:26:01,39
p0000484,u005913,remove_ads,utility,11000,2026-08-19 23:06:04,18
p0000485,u005913,continue_1,continue,1200,2026-08-21 00:07:56,21
p0000486,u005915,remove_ads,utility,11000,2026-09-03 13:00:18,17
p0000487,u005915,coin_small,currency,5500,2026-09-04 10:20:23,21
p0000488,u005921,continue_1,continue,1200,2026-09-07 23:04:54,62
p0000489,u005944,booster_5,booster,3300,2026-09-05 23:34:36,7
p0000490,u005944,booster_5,booster,3300,2026-09-07 20:52:04,21
p0000491,u005944,booster_5,booster,3300,2026-09-09 15:54:06,30
